,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Pcgf1,0.023271926,0.027813731,0.053,0.043,1,,,,,
Nxph1,0.02328032,0.236806903,0.14,0.125,1,,,,,
ENSMUSG00000120150,0.023304401,0.009540482,0.036,0.028,1,,,,,
Sdc3,0.023304419,0.031454692,0.124,0.109,1,,,,,
Pitpnm2os1,0.023315962,0.003275137,0.036,0.028,1,,,,,
A830009L08Rik,0.023345166,0.024366786,0.109,0.094,1,,,,,
Naa40,0.023352935,0.026553034,0.315,0.284,1,,,,,
Ptpru,0.023365512,-0.001546266,0.124,0.107,1,,,,,
Zfp513,0.023370589,0.002870314,0.064,0.053,1,,,,,
Fundc1,0.023398581,0.022403103,0.075,0.063,1,,,,,
Hexb,0.023426649,0.0477916,0.166,0.147,1,,,,,
Ppil4,0.023437734,0.014182713,0.226,0.203,1,,,,,
Gm43539,0.023477444,0.00202894,0.001,0,1,,,,,
Gm7067,0.023477444,0.003120376,0.001,0,1,,,,,
Best2,0.023477444,0.004816621,0.001,0,1,,,,,
Gm48633,0.023477444,0.002650961,0.001,0,1,,,,,
Btn2a2,0.023477444,0.002896066,0.001,0,1,,,,,
Adgrf1,0.023477444,0.003281851,0.001,0,1,,,,,
Spin4,0.023477444,0.002818923,0.001,0,1,,,,,
Tmem132a,0.02347946,-0.041472006,0.333,0.338,1,,,,,
Gm18304,0.023486273,0.002687402,0.001,0,1,,,,,
Fam167b,0.023486273,0.008538888,0.001,0,1,,,,,
Hspg2,0.023486273,0.002412218,0.001,0,1,,,,,
Gm48102,0.023486273,0.002805415,0.001,0,1,,,,,
Gm49106,0.023486273,0.001863986,0.001,0,1,,,,,
4930452A19Rik,0.023486273,0.002613396,0.001,0,1,,,,,
Gm37444,0.023495104,0.001714473,0.001,0,1,,,,,
Gm24171,0.023495104,0.002605994,0.001,0,1,,,,,
Slc6a2,0.023495104,0.002938004,0.001,0,1,,,,,
Gm48143,0.023495104,0.001956044,0.001,0,1,,,,,
Map7d3,0.023495104,0.003040071,0.001,0,1,,,,,
Gm26448,0.023503939,0.002126709,0.001,0,1,,,,,
Mir6398,0.023512776,0.001582747,0.001,0,1,,,,,
Gm54977,0.023512776,0.002501889,0.001,0,1,,,,,
H2-T10,0.023512776,0.002780725,0.001,0,1,,,,,
Aig1,0.023512889,0.04636915,0.621,0.584,1,,,,,
Macroh2a2,0.023520163,0.016840847,0.119,0.103,1,,,,,
Gm45003,0.023521616,0.002215612,0.001,0,1,,,,,
Gm7964,0.023521616,0.002431371,0.001,0,1,,,,,
Higd1b,0.023521616,0.003711117,0.001,0,1,,,,,
Gm49673,0.023521616,0.001922445,0.001,0,1,,,,,
Pde6c,0.023524594,-0.000428204,0.007,0.011,1,,,,,
ENSMUSG00000120320,0.023530459,0.001684467,0.001,0,1,,,,,
Gm44613,0.023530459,0.00156369,0.001,0,1,,,,,
Zp2,0.023530459,0.001642599,0.001,0,1,,,,,
Tcl1b2,0.023530459,0.001385217,0.001,0,1,,,,,
Pfn1,0.023535742,0.032654111,0.104,0.09,1,,,,,
Trappc6b,0.023542695,0.036654383,0.297,0.269,1,,,,,
Taf7,0.023561841,0.018361587,0.073,0.061,1,,,,,
Tnrc6a,0.023564399,0.01840193,0.352,0.316,1,,,,,
Prdm9,0.023573607,0.00991852,0.02,0.014,1,,,,,
Ppp3ca,0.023574267,-0.015337075,0.953,0.973,1,,,,,
Gm42944,0.023577195,-0.00840686,0.003,0.005,1,,,,,
Gm37292,0.023595202,0.012690161,0.03,0.023,1,,,,,
Cerk,0.023633583,0.031995014,0.17,0.15,1,,,,,
2010320M18Rik,0.023636259,0.011750789,0.029,0.022,1,,,,,
Vat1,0.023657644,0.006926119,0.024,0.018,1,,,,,
Gm4128,0.023672012,0.013367261,0.043,0.034,1,,,,,
Tfcp2,0.023689141,0.013174841,0.213,0.19,1,,,,,
Atl3,0.02371212,0.008090476,0.316,0.283,1,,,,,
Ccdc58,0.023719933,0.033017222,0.303,0.275,1,,,,,
Sdccag8,0.023730868,0.027951409,0.491,0.448,1,,,,,
Mrpl44,0.023746544,0.007966905,0.048,0.039,1,,,,,
Hgs,0.023748431,-0.040392324,0.1,0.112,1,,,,,
Ephx4,0.023760195,-0.036309254,0.343,0.348,1,,,,,
Slc16a2,0.023765924,0.052620367,0.385,0.354,1,,,,,
Itih5,0.023821579,0.005937043,0.006,0.003,1,,,,,
Mtmr11,0.023822501,0.006515426,0.015,0.01,1,,,,,
Casp9,0.0238227,0.003296434,0.071,0.059,1,,,,,
Uchl5,0.023828608,0.020522531,0.145,0.127,1,,,,,
Spata46,0.023842529,0.008817282,0.012,0.007,1,,,,,
Medag,0.023859359,0.008749691,0.054,0.044,1,,,,,
Jag1,0.02387195,0.012132846,0.006,0.003,1,,,,,
A230072E10Rik,0.023874996,0.0160141,0.073,0.062,1,,,,,
Ndufa9,0.02388236,0.042854415,0.143,0.126,1,,,,,
Nucb2,0.023890767,0.004453448,0.133,0.116,1,,,,,
Vcl,0.023895292,0.01691426,0.176,0.156,1,,,,,
Camkk1,0.023914248,0.036372889,0.221,0.197,1,,,,,
Pcbd1,0.023939794,0.007992792,0.011,0.007,1,,,,,
Dock9,0.023954682,-0.042799717,0.549,0.544,1,,,,,
Snx18,0.023961747,-0.050182888,0.089,0.101,1,,,,,
Gm37204,0.023989823,0.007932998,0.104,0.089,1,,,,,
Tnfaip8l1,0.02401666,0.008331462,0.029,0.022,1,,,,,
Abhd10,0.024019739,0.030092669,0.116,0.101,1,,,,,
Ttc23,0.024024498,0.018370733,0.06,0.05,1,,,,,
4930588J15Rik,0.024067271,0.018144484,0.078,0.066,1,,,,,
Gm15513,0.024093727,-0.029570516,0.041,0.05,1,,,,,
Gm2140,0.024109258,0.009970486,0.015,0.01,1,,,,,
ENSMUSG00000119945,0.024110999,0.016042994,0.046,0.037,1,,,,,
Gm36539,0.024133971,0.007152188,0.011,0.007,1,,,,,
Tfdp2,0.024134057,0.035868299,0.456,0.418,1,,,,,
Vac14,0.024136645,0.021319876,0.105,0.091,1,,,,,
Zfp51,0.024167815,0.007288621,0.027,0.02,1,,,,,
Afg1l,0.02416886,0.002854538,0.265,0.236,1,,,,,
Mxra8,0.024169555,0.005071436,0.011,0.007,1,,,,,
A2ml1,0.024175802,0.010903188,0.02,0.014,1,,,,,
Gm29811,0.024184844,0.005953739,0.012,0.007,1,,,,,
Atpsckmt,0.024242017,0.022256998,0.082,0.069,1,,,,,
Slc32a1,0.024325744,0.057202689,0.048,0.039,1,,,,,
Kptn,0.024329089,-0.000582053,0.155,0.135,1,,,,,
Cs,0.024340447,0.018329994,0.234,0.209,1,,,,,
Ercc6,0.024372154,0.029826901,0.273,0.244,1,,,,,
Gm45069,0.024376251,0.015003661,0.036,0.028,1,,,,,
2900002M20Rik,0.024383781,0.010330458,0.078,0.066,1,,,,,
Polr1e,0.024413932,0.009598697,0.017,0.012,1,,,,,
Gpatch3,0.024454059,0.00631796,0.042,0.033,1,,,,,
Gm12198,0.024460533,0.001700669,0.006,0.003,1,,,,,
Smg8,0.024466729,0.008389983,0.02,0.014,1,,,,,
Twsg1,0.024491368,0.013638303,0.084,0.071,1,,,,,
Mannr,0.024498664,0.006061233,0.006,0.003,1,,,,,
Ddx59,0.024500401,0.009611953,0.029,0.022,1,,,,,
Atp6v0a1,0.024506725,-0.03969568,0.725,0.725,1,,,,,
Slc25a46,0.024507233,-0.048012558,0.268,0.279,1,,,,,
Gm49355,0.024512713,0.008523947,0.024,0.018,1,,,,,
Luc7l3,0.024539925,-0.035761888,0.696,0.687,1,,,,,
Man2a1,0.024578637,-0.035262351,0.424,0.429,1,,,,,
Cdca7l,0.024579767,0.007949649,0.015,0.01,1,,,,,
Gm26801,0.024587587,-0.012152473,0.01,0.015,1,,,,,
Zmiz1os1,0.024594347,-0.006353269,0.278,0.247,1,,,,,
Gm49573,0.024595949,0.00484141,0.032,0.025,1,,,,,
BC051226,0.024613429,0.03029523,0.07,0.058,1,,,,,
Alox5,0.024623815,0.005442218,0.006,0.003,1,,,,,
Med16,0.024630883,0.009478982,0.06,0.049,1,,,,,
4930517O19Rik,0.024635326,0.009031045,0.315,0.28,1,,,,,
Gm43622,0.024648408,0.010649924,0.052,0.043,1,,,,,
Cstf2t,0.024650925,0.004810459,0.068,0.057,1,,,,,
Pcdhgc3,0.024664359,-0.004110158,0.001,0.003,1,,,,,
ENSMUSG00000121113,0.024679615,0.005934553,0.006,0.003,1,,,,,
1700001G17Rik,0.024682063,-0.013565811,0.012,0.017,1,,,,,
Gm49300,0.024706204,-0.013369178,0.012,0.018,1,,,,,
Isg20l2,0.02471112,0.002757655,0.061,0.05,1,,,,,
Gas2,0.024750638,0.021264575,0.206,0.184,1,,,,,
Gm44822,0.024751711,0.002748136,0.011,0.007,1,,,,,
Klf16,0.024767537,0.01327975,0.029,0.022,1,,,,,
Spata45,0.024794292,0.00744101,0.015,0.01,1,,,,,
Cadm2,0.024798739,0.064709341,0.971,0.989,1,,,,,
Gm10603,0.024803061,0.004240566,0.024,0.017,1,,,,,
Oat,0.02480363,0.021297521,0.065,0.054,1,,,,,
C9orf72,0.024810558,-0.021185705,0.148,0.129,1,,,,,
Tmem230,0.02481488,0.007772784,0.102,0.087,1,,,,,
Arl5b,0.024820225,-0.063698546,0.139,0.15,1,,,,,
Gm14397,0.02482678,0.008154618,0.011,0.007,1,,,,,
A630052C17Rik,0.024827545,0.013737605,0.051,0.042,1,,,,,
C78334,0.024848205,0.003074408,0.029,0.022,1,,,,,
Gm13974,0.024878765,0.039827521,0.063,0.052,1,,,,,
Mapkbp1,0.024885999,0.008805362,0.223,0.199,1,,,,,
Fgf11,0.024886719,0.019103391,0.017,0.011,1,,,,,
E230014E18Rik,0.024897602,0.00400751,0.004,0.002,1,,,,,
Ubr5,0.024903705,-0.03768221,0.606,0.6,1,,,,,
Rabl6,0.024912471,0.03716667,0.476,0.44,1,,,,,
Gm6986,0.024920855,0.003758258,0.004,0.002,1,,,,,
Cd28,0.024934816,0.004410031,0.004,0.002,1,,,,,
Hvcn1,0.024934816,0.010902448,0.004,0.002,1,,,,,
B3gnt2,0.024942599,0.015497269,0.063,0.053,1,,,,,
Pcdhb14,0.024946685,0.028879439,0.057,0.047,1,,,,,
Txnip,0.024948784,0.004577826,0.004,0.002,1,,,,,
Il5ra,0.024962115,0.003328366,0.036,0.028,1,,,,,
Pi15,0.025000057,0.003465002,0.004,0.002,1,,,,,
Uqcrfs1,0.025007902,0.025867805,0.147,0.129,1,,,,,
2810004N23Rik,0.025009721,0.028587254,0.176,0.157,1,,,,,
Taok1,0.025035189,0.019668998,0.56,0.513,1,,,,,
Gm50021,0.025043194,0.007257273,0.007,0.003,1,,,,,
Csnk1g2,0.025046522,-0.03735915,0.17,0.181,1,,,,,
ENSMUSG00000121477,0.025054268,0.006902111,0.037,0.029,1,,,,,
Ttc32,0.025061061,0.008829753,0.015,0.01,1,,,,,
Smad2,0.025063172,-0.003299941,0.268,0.237,1,,,,,
Endov,0.025078515,0.001534721,0.09,0.076,1,,,,,
Psmd9,0.025085934,0.004484705,0.295,0.263,1,,,,,
Mospd1,0.025096333,0.006988136,0.064,0.053,1,,,,,
Ankle2,0.025100205,0.020344067,0.184,0.164,1,,,,,
E330020D12Rik,0.025102833,0.014788674,0.01,0.006,1,,,,,
Lancl2,0.025111951,0.035236439,0.137,0.12,1,,,,,
Foxk1,0.025119942,-0.062656617,0.252,0.262,1,,,,,
Platr16,0.02516475,0.004521578,0.007,0.003,1,,,,,
Grip1os1,0.025175159,0.009362382,0.05,0.04,1,,,,,
Polr3e,0.025180685,0.00649883,0.21,0.186,1,,,,,
G6pc3,0.025190102,0.005912637,0.077,0.065,1,,,,,
Prss12,0.025195691,-0.077568713,0.194,0.206,1,,,,,
Ech1,0.025198168,0.018203503,0.048,0.039,1,,,,,
Rbm18,0.025198434,0.004760422,0.153,0.134,1,,,,,
Xpot,0.025202475,0.031273352,0.18,0.159,1,,,,,
Gm45632,0.025205347,0.004857337,0.015,0.01,1,,,,,
Tgfbrap1,0.025205839,0.032116419,0.196,0.175,1,,,,,
Gm17491,0.025223083,0.011927389,0.029,0.022,1,,,,,
Raf1,0.025238278,0.036745449,0.408,0.374,1,,,,,
Adam1b,0.025255379,0.00632809,0.007,0.003,1,,,,,
Tchp,0.025257399,0.01511156,0.045,0.036,1,,,,,
Dnajc16,0.025260013,0.016795476,0.171,0.151,1,,,,,
4930432B10Rik,0.025284907,0.008186089,0.068,0.057,1,,,,,
Ptgr2,0.025301371,0.00500762,0.088,0.075,1,,,,,
Ddx58,0.025329144,0.014240757,0.017,0.012,1,,,,,
Gm17081,0.025329725,-0.011051191,0.004,0.008,1,,,,,
Gm20650,0.025329836,0.004692342,0.022,0.016,1,,,,,
Gadd45gip1,0.025336491,0.034788985,0.078,0.066,1,,,,,
Zfp850,0.025345551,0.024927026,0.093,0.08,1,,,,,
Gm32743,0.025346723,0.007512233,0.042,0.033,1,,,,,
Arhgef9,0.02537133,-0.028556895,0.692,0.698,1,,,,,
Ehbp1,0.025374816,0.069070731,0.741,0.706,1,,,,,
Gm36368,0.025386658,0.005192043,0.049,0.04,1,,,,,
Slitrk2,0.025387448,-0.027141185,0.073,0.084,1,,,,,
Spcs2,0.025392012,0.024849853,0.285,0.255,1,,,,,
Efhc2,0.025407583,0.00884636,0.05,0.041,1,,,,,
Dchs1,0.025409969,0.017931284,0.023,0.017,1,,,,,
9330104G04Rik,0.025435044,0.012884706,0.046,0.037,1,,,,,
Ddx56,0.025435157,0.010698207,0.037,0.029,1,,,,,
Nat8f4,0.0254376,0.004843148,0.007,0.004,1,,,,,
Tmco3,0.025464126,0.011110874,0.202,0.179,1,,,,,
Fkrp,0.025468011,0.023735248,0.086,0.073,1,,,,,
2310058D17Rik,0.025469419,0.016023161,0.08,0.068,1,,,,,
Ddx42,0.0254872,0.029538211,0.374,0.335,1,,,,,
Gm47565,0.025489044,-0.008060823,0.003,0.007,1,,,,,
Rnf146,0.025549957,0.03329678,0.214,0.191,1,,,,,
Gm43268,0.025567103,0.007951742,0.075,0.063,1,,,,,
Mapre2,0.025580833,-0.057289628,0.621,0.611,1,,,,,
Slx1b,0.025591604,0.00422587,0.114,0.099,1,,,,,
Fig4,0.025595134,0.023802935,0.175,0.155,1,,,,,
Mpped1,0.025623174,-0.046062069,0.431,0.435,1,,,,,
Tcp11l1,0.025628115,0.025090981,0.344,0.308,1,,,,,
Gm42464,0.025641916,0.00441734,0.024,0.017,1,,,,,
Bnip3l,0.025664403,0.024588744,0.199,0.176,1,,,,,
Zfp97,0.025674114,0.006219286,0.01,0.006,1,,,,,
Gm45393,0.025680781,0.003819229,0.031,0.023,1,,,,,
Ndrg2,0.025684555,0.020956032,0.054,0.044,1,,,,,
Zc3h8,0.025738248,0.022909974,0.18,0.159,1,,,,,
Recql,0.025745576,0.004587395,0.131,0.113,1,,,,,
D430019H16Rik,0.025770077,-0.004737019,0.097,0.082,1,,,,,
Thumpd2,0.025781534,0.006335625,0.089,0.076,1,,,,,
Stx18,0.025799302,0.019123418,0.305,0.275,1,,,,,
Atp13a5,0.025800121,0.008468027,0.017,0.012,1,,,,,
AA388235,0.025817998,0.010268514,0.007,0.004,1,,,,,
Tcta,0.025824845,0.023279111,0.135,0.118,1,,,,,
Spg20,0.025830408,0.033332714,0.054,0.044,1,,,,,
4930507D05Rik,0.025848858,0.006019278,0.007,0.004,1,,,,,
Havcr2,0.025896554,0.007975115,0.007,0.004,1,,,,,
Rwdd2a,0.025902383,0.020111936,0.058,0.047,1,,,,,
Mrm2,0.025907255,0.024190057,0.048,0.039,1,,,,,
Pogz,0.025912781,0.027969741,0.298,0.27,1,,,,,
Gm13316,0.025936185,0.006406027,0.01,0.006,1,,,,,
Gm49200,0.025950235,0.003738004,0.007,0.004,1,,,,,
Snx20,0.025992696,0.005454212,0.017,0.012,1,,,,,
Gm27241,0.026007574,0.001972346,0.129,0.112,1,,,,,
Iqce,0.026012231,0.026861593,0.287,0.258,1,,,,,
Anks1b,0.02601322,0.042889352,0.954,0.977,1,,,,,
Homer3,0.026018005,0.005731537,0.007,0.004,1,,,,,
Gm28551,0.026054311,0.01450706,0.024,0.018,1,,,,,
8430426J06Rik,0.02605959,0.005301768,0.007,0.004,1,,,,,
Sec61a1,0.02611785,-0.052255595,0.188,0.198,1,,,,,
Krr1,0.026131561,0.031694724,0.132,0.116,1,,,,,
Ccl17,0.026154443,0.014823757,0.009,0.005,1,,,,,
Gm11246,0.026163194,0.005097762,0.007,0.004,1,,,,,
Mfsd2a,0.026204421,0.009445956,0.009,0.005,1,,,,,
Zbtb8a,0.026206583,0.00098092,0.061,0.05,1,,,,,
Usp51,0.026214881,0.005529485,0.009,0.005,1,,,,,
Rprd1b,0.026219626,0.030407081,0.194,0.172,1,,,,,
Cdt1,0.026224039,0.005848252,0.009,0.005,1,,,,,
C030006N10Rik,0.026244624,0.006687879,0.077,0.065,1,,,,,
Pipox,0.026254676,0.006439628,0.008,0.004,1,,,,,
Pold2,0.026257733,0.02077685,0.025,0.018,1,,,,,
Dppa1,0.026264823,-0.004680357,0.002,0.004,1,,,,,
Irf5,0.026293377,0.009912733,0.008,0.005,1,,,,,
Notch2,0.026294643,0.012971002,0.021,0.015,1,,,,,
Myhas,0.026302109,0.005958477,0.014,0.009,1,,,,,
ENSMUSG00000121011,0.026309005,0.005402663,0.017,0.012,1,,,,,
Gm8557,0.026340787,0.005197858,0.009,0.006,1,,,,,
Ufd1,0.026353659,0.026169367,0.237,0.211,1,,,,,
Thumpd1,0.026356641,-0.007976558,0.097,0.083,1,,,,,
Tmem100,0.02636735,0.005722681,0.009,0.006,1,,,,,
ENSMUSG00000121476,0.026385251,0.005893071,0.009,0.005,1,,,,,
Gm43519,0.026388245,0.00543951,0.009,0.005,1,,,,,
Tmem231,0.02639092,-0.000587428,0.074,0.062,1,,,,,
Nsg2,0.026400419,0.071018903,0.56,0.519,1,,,,,
Idh1,0.026403563,0.007685481,0.056,0.046,1,,,,,
Rhno1,0.026408709,0.013924351,0.041,0.033,1,,,,,
Gm26964,0.026431564,0.006742822,0.053,0.043,1,,,,,
Mapt,0.026437925,-0.021482934,0.88,0.892,1,,,,,
Tgm2,0.026444217,0.005907657,0.009,0.006,1,,,,,
Cdr1,0.026445707,0.008182959,0.03,0.023,1,,,,,
1700085C21Rik,0.026457839,0.006414385,0.009,0.005,1,,,,,
Commd2,0.026466244,0.022192902,0.056,0.047,1,,,,,
Tent2,0.026469848,0.03812188,0.456,0.414,1,,,,,
Gm11574,0.026471728,0.007921412,0.008,0.005,1,,,,,
Hsd11b2,0.026484933,0.004058291,0.004,0.002,1,,,,,
Ackr2,0.02650902,0.006206832,0.008,0.004,1,,,,,
Gm35721,0.026512297,0.005144108,0.008,0.004,1,,,,,
Gpn3,0.026529195,0.019175535,0.053,0.043,1,,,,,
Rap1gapos,0.026544007,0.005871624,0.014,0.009,1,,,,,
4930572O13Rik,0.026549483,0.006964182,0.009,0.005,1,,,,,
Gm12968,0.026562519,0.004457287,0.002,0,1,,,,,
Homer2,0.026577364,-0.071513102,0.278,0.284,1,,,,,
Tmem179b,0.026578792,0.013708069,0.059,0.049,1,,,,,
Ehd3,0.026580191,0.024152171,0.094,0.081,1,,,,,
Gm4926,0.026585041,0.003157126,0.002,0,1,,,,,
Cyp2e1,0.026592551,0.002914047,0.002,0,1,,,,,
Zic5,0.026592551,0.003439745,0.002,0,1,,,,,
Dnajc18,0.026594308,0.009321052,0.267,0.237,1,,,,,
Cdkn2c,0.026600064,0.010536655,0.002,0,1,,,,,
Scgn,0.026607578,0.009236252,0.002,0,1,,,,,
Herc3,0.026618001,-0.034204381,0.603,0.594,1,,,,,
Gbp5,0.026622613,0.002669075,0.002,0,1,,,,,
Gm16252,0.026625199,0.004579332,0.008,0.005,1,,,,,
Esco1,0.026639632,-0.064426296,0.431,0.432,1,,,,,
Gm28777,0.026645178,0.002886266,0.002,0,1,,,,,
Slc22a2,0.026652703,0.001912973,0.002,0,1,,,,,
Pde1b,0.026653993,0.044995188,0.177,0.157,1,,,,,
Nrg1,0.026659614,-0.011646189,0.935,0.968,1,,,,,
Mir199b,0.026660231,0.002409254,0.002,0,1,,,,,
Fndc7,0.026660231,0.002329372,0.002,0,1,,,,,
Gucy2c,0.026670281,0.004032627,0.004,0.002,1,,,,,
Gm29638,0.026675291,0.002007153,0.002,0,1,,,,,
4931407E12Rik,0.026675291,0.002253192,0.002,0,1,,,,,
Scml1,0.026675291,0.00239574,0.002,0,1,,,,,
Gm9891,0.026689354,0.004410009,0.004,0.002,1,,,,,
Plekhg2,0.026690358,0.002830883,0.002,0,1,,,,,
Cnbd2,0.026694247,0.013003232,0.145,0.127,1,,,,,
Gm45444,0.026697894,0.002341275,0.002,0,1,,,,,
Gm48617,0.026697894,0.001880719,0.002,0,1,,,,,
Ccdc90b,0.026698528,0.013228614,0.17,0.149,1,,,,,
Gm16192,0.026703825,0.007910428,0.008,0.004,1,,,,,
ENSMUSG00000120939,0.026706291,0.003611721,0.008,0.004,1,,,,,
9330162012Rik,0.026716572,0.002245484,0.05,0.041,1,,,,,
Rad51ap1,0.026724252,0.013540267,0.019,0.013,1,,,,,
ENSMUSG00000120129,0.026729878,0.0118228,0.021,0.015,1,,,,,
1700052H01Rik,0.026732414,-0.006649918,0.001,0.003,1,,,,,
Rsl1d1,0.026748888,-0.028211028,0.132,0.144,1,,,,,
2510017J16Rik,0.026761914,0.006112714,0.017,0.012,1,,,,,
Dhx8,0.026784317,0.013739142,0.132,0.115,1,,,,,
1700094M23Rik,0.026790117,0.012202992,0.034,0.027,1,,,,,
Rab9,0.02681242,0.030069109,0.086,0.074,1,,,,,
Col6a1,0.02682285,0.019482701,0.153,0.136,1,,,,,
Ythdf3,0.02682964,0.045162008,0.451,0.417,1,,,,,
Tbc1d20,0.026857561,0.0147434,0.182,0.161,1,,,,,
Sbk3,0.026865021,0.003647737,0.008,0.004,1,,,,,
Psmg1,0.026875175,0.018865168,0.047,0.038,1,,,,,
Nbeal2,0.026916568,0.015767532,0.024,0.018,1,,,,,
A230072C01Rik,0.026916824,0.010901981,0.101,0.087,1,,,,,
4933432K03Rik,0.026925261,0.000949786,0.187,0.166,1,,,,,
Rbm3os,0.02693838,-0.006489423,0.002,0.004,1,,,,,
Gm13607,0.026938607,0.004188079,0.003,0.001,1,,,,,
Fam217a,0.026938607,0.006627525,0.003,0.001,1,,,,,
Gm53058,0.026943709,-0.019554772,0.031,0.039,1,,,,,
Msmo1,0.026947473,-0.048676426,0.155,0.167,1,,,,,
Slc39a10,0.026949389,-0.027486415,0.538,0.537,1,,,,,
Dct,0.026950687,0.010652321,0.003,0.001,1,,,,,
Tcap,0.02696635,0.01666413,0.047,0.038,1,,,,,
1700010J16Rik,0.02697486,0.002711464,0.003,0.001,1,,,,,
Arl2bp,0.026982318,0.012148474,0.181,0.159,1,,,,,
Impact,0.026992066,0.051188886,0.538,0.494,1,,,,,
Opn1mw,0.026993002,0.003671414,0.003,0.001,1,,,,,
Renbp,0.027011155,0.003714723,0.003,0.001,1,,,,,
Bgn,0.027017209,0.002871359,0.003,0.001,1,,,,,
Gm28526,0.027022676,-0.003928204,0.003,0.006,1,,,,,
Gm45502,0.027032976,0.015172918,0.032,0.025,1,,,,,
Ftl2-ps,0.027037889,-0.012726697,0.008,0.012,1,,,,,
Cmtr1,0.027040745,0.001958432,0.056,0.046,1,,,,,
Tspan32,0.027047493,0.004638871,0.003,0.001,1,,,,,
Gm17816,0.027053553,0.006027085,0.003,0.001,1,,,,,
Gm42556,0.027055469,0.009835469,0.098,0.084,1,,,,,
Gm24347,0.027071741,0.005256407,0.003,0.001,1,,,,,
Gm11368,0.027071741,0.00286104,0.003,0.001,1,,,,,
ENSMUSG00000120253,0.027077806,0.002478021,0.003,0.001,1,,,,,
Ttc12,0.027077806,0.003289642,0.003,0.001,1,,,,,
Snx8,0.027083925,0.010956521,0.014,0.009,1,,,,,
Gm37022,0.02708994,0.002647859,0.003,0.001,1,,,,,
Gm37121,0.027091515,0.012547802,0.022,0.016,1,,,,,
Rpl6l,0.027102078,0.003399415,0.003,0.001,1,,,,,
Notch1,0.027104843,0.003239807,0.008,0.005,1,,,,,
Armh4,0.027124196,0.029597424,0.216,0.194,1,,,,,
Rpl28-ps3,0.027132967,0.009986673,0.014,0.009,1,,,,,
Cep250,0.02714605,0.01340603,0.176,0.156,1,,,,,
Nefl,0.02715088,-0.053466827,0.261,0.269,1,,,,,
Tmem120a,0.027153459,-0.038586491,0.072,0.082,1,,,,,
Vip,0.027156314,-0.000577929,0.154,0.166,1,,,,,
Gm44541,0.027179196,0.009779153,0.032,0.025,1,,,,,
Gm266,0.027183429,-0.008728082,0.004,0.007,1,,,,,
Rps19-ps11,0.027211534,0.001507216,0.003,0.001,1,,,,,
Zfp934,0.027284848,0.013345829,0.034,0.026,1,,,,,
Eri1,0.027320374,0.010760674,0.068,0.057,1,,,,,
Gm42994,0.027343095,-0.01123755,0.007,0.012,1,,,,,
Ikbkb,0.027365239,0.016296724,0.226,0.202,1,,,,,
Gm48958,0.027367114,-0.017178397,0.01,0.014,1,,,,,
Gm10563,0.027407506,0.01641672,0.152,0.134,1,,,,,
Gm47700,0.027421717,0.006164034,0.016,0.011,1,,,,,
Hexim2,0.027435918,0.009391194,0.02,0.015,1,,,,,
3010001F23Rik,0.027442663,-0.003888171,0.13,0.112,1,,,,,
Gm47372,0.027458942,0.01047763,0.092,0.079,1,,,,,
Fam161b,0.027486753,0.01618438,0.079,0.067,1,,,,,
Ppp6r1,0.027496261,-0.043646349,0.106,0.117,1,,,,,
Jmjd8,0.027567933,0.006334052,0.046,0.037,1,,,,,
Eny2,0.027611163,0.019514523,0.328,0.295,1,,,,,
Recql5os1,0.027617492,0.008381063,0.014,0.009,1,,,,,
Smad1,0.027631066,-0.064673355,0.23,0.238,1,,,,,
Mt2,0.02763619,0.006681182,0.016,0.011,1,,,,,
A930041C12Rik,0.027649612,0.012395965,0.016,0.011,1,,,,,
St6galnac6,0.027664507,0.022444791,0.092,0.079,1,,,,,
Gm48585,0.027667122,0.002398925,0.026,0.02,1,,,,,
Syne2,0.027720123,0.017587099,0.074,0.063,1,,,,,
Tmem60,0.027721962,0.006873103,0.181,0.16,1,,,,,
Gemin8,0.027739266,0.021207138,0.087,0.074,1,,,,,
Gm48230,0.027786395,0.007085409,0.013,0.009,1,,,,,
Alyref,0.027800235,0.019391103,0.036,0.028,1,,,,,
Gm50232,0.027821988,-0.00760756,0.213,0.188,1,,,,,
Mrps14,0.027860206,0.012430027,0.177,0.155,1,,,,,
Sgms1,0.027912219,-0.032237134,0.524,0.526,1,,,,,
Gm10605,0.027920205,0.009853674,0.013,0.009,1,,,,,
A130010J15Rik,0.027960918,0.003491753,0.013,0.009,1,,,,,
Tmem185b,0.027969781,0.002954386,0.024,0.018,1,,,,,
Ents15,0.027977255,0.013518256,0.048,0.039,1,,,,,
Bud23,0.027998286,0.013812454,0.112,0.097,1,,,,,
Ogfod3,0.028038191,0.014996477,0.02,0.015,1,,,,,
Kat7,0.028050945,0.00328315,0.197,0.173,1,,,,,
2610307P16Rik,0.02808778,0.006535454,0.02,0.026,1,,,,,
Runx2,0.028095546,-0.03980899,0.59,0.596,1,,,,,
Gper1,0.028122529,0.009749081,0.004,0.002,1,,,,,
Gm3667,0.028131404,0.007369322,0.036,0.028,1,,,,,
Vps53,0.028133054,0.026554204,0.289,0.258,1,,,,,
Gm17597,0.028142761,0.005580903,0.044,0.035,1,,,,,
Gm36041,0.028151534,0.005722713,0.004,0.002,1,,,,,
Spink10,0.028192668,0.010827191,0.295,0.266,1,,,,,
