,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Fhl5,0.457147159,0.002750814,0.003,0.002,1,,,,,
Fzd6,0.457244819,-0.001684461,0.006,0.007,1,,,,,
Ndufa11,0.457315565,0.016976936,0.188,0.177,1,,,,,
Adam5,0.457400105,0.003230222,0.003,0.002,1,,,,,
Nlrp1a,0.457455769,0.002482325,0.001,0.001,1,,,,,
Rs1,0.457491818,0.004189858,0.026,0.024,1,,,,,
Gm49742,0.457532683,0.001768266,0.001,0.001,1,,,,,
Zfp518a,0.457553059,-0.00681523,0.076,0.071,1,,,,,
Taok2,0.457599656,-0.021787212,0.143,0.135,1,,,,,
Gm44123,0.457609604,0.000850194,0.001,0.001,1,,,,,
Pou3f3,0.457643546,-0.017091407,0.153,0.143,1,,,,,
Gm26724,0.457651788,-0.003190054,0.253,0.24,1,,,,,
4930526A20Rik,0.457686532,0.001282502,0.001,0.001,1,,,,,
Ly6g5b,0.457686532,0.001164005,0.001,0.001,1,,,,,
Gm50360,0.457686532,0.001291365,0.001,0.001,1,,,,,
Gm12676,0.457763467,0.001456051,0.001,0.001,1,,,,,
Muc16,0.457763467,0.000929275,0.001,0.001,1,,,,,
Gm28876,0.457763467,0.001637377,0.001,0.001,1,,,,,
9130409I23Rik,0.45784041,0.001142245,0.001,0.001,1,,,,,
Slc12a7,0.45784041,0.001011764,0.001,0.001,1,,,,,
ENSMUSG00000120947,0.45784041,0.001075117,0.001,0.001,1,,,,,
Gadd45g,0.457901632,-0.02683717,0.038,0.041,1,,,,,
Gm43142,0.45791736,0.001115311,0.001,0.001,1,,,,,
Gm31108,0.45791736,0.001144045,0.001,0.001,1,,,,,
Gm10067,0.45791736,0.000477915,0.001,0.001,1,,,,,
Gm12174,0.45791736,0.001302059,0.001,0.001,1,,,,,
Gm41290,0.45791736,0.001009333,0.001,0.001,1,,,,,
Gm14571,0.45791736,0.000775807,0.001,0.001,1,,,,,
Gm37560,0.457994317,0.001171657,0.001,0.001,1,,,,,
Gm47343,0.457994317,0.000869964,0.001,0.001,1,,,,,
Tmem147os,0.458016134,-0.000702381,0.014,0.013,1,,,,,
Spaca1,0.458071281,0.000537036,0.001,0.001,1,,,,,
Gm22573,0.458071281,0.000919681,0.001,0.001,1,,,,,
ENSMUSG00000120552,0.458071281,0.00138658,0.001,0.001,1,,,,,
4930505M18Rik,0.458071281,0.000833747,0.001,0.001,1,,,,,
1700051O22Rik,0.458071281,0.000986156,0.001,0.001,1,,,,,
3110043J17Rik,0.458071281,0.001219151,0.001,0.001,1,,,,,
Gm19046,0.458071281,0.000130675,0.001,0.001,1,,,,,
Nt5el,0.458071281,0.001083564,0.001,0.001,1,,,,,
Dlgap5,0.458071281,0.000998885,0.001,0.001,1,,,,,
Serpinb5,0.458148253,0.000715594,0.001,0.001,1,,,,,
Gm37161,0.458148253,0.000580288,0.001,0.001,1,,,,,
Rpl17-ps5,0.458148253,0.000845846,0.001,0.001,1,,,,,
Synb,0.458148253,0.000572759,0.001,0.001,1,,,,,
Gm14862,0.458148253,0.000855917,0.001,0.001,1,,,,,
Ppp5c,0.458178723,-0.019754159,0.145,0.148,1,,,,,
Def8,0.458200205,-0.003399581,0.072,0.067,1,,,,,
Gm7609,0.458225232,0.000741443,0.001,0.001,1,,,,,
Crct1,0.458225232,0.000772399,0.001,0.001,1,,,,,
Gm12981,0.458225232,0.000662963,0.001,0.001,1,,,,,
Gm11694,0.458225232,0.000923931,0.001,0.001,1,,,,,
Gm15208,0.458225232,0.000653004,0.001,0.001,1,,,,,
ENSMUSG00000119969,0.458225232,0.005966114,0.001,0.001,1,,,,,
Gm14714,0.458225232,0.000669414,0.001,0.001,1,,,,,
Cdc42se1,0.458235937,-0.005344001,0.052,0.055,1,,,,,
Cfap73,0.458243826,0.002375429,0.003,0.002,1,,,,,
Cryba2,0.458302218,0.000206892,0.001,0.001,1,,,,,
Sp100,0.458302218,0.000596066,0.001,0.001,1,,,,,
Gm12653,0.458302218,0.000444321,0.001,0.001,1,,,,,
Gm45746,0.458302218,0.000410906,0.001,0.001,1,,,,,
Gm16222,0.458302218,0.000903413,0.001,0.001,1,,,,,
Slc6a4,0.458302218,0.000819778,0.001,0.001,1,,,,,
1700030I03Rik,0.458302218,0.000644655,0.001,0.001,1,,,,,
Nxnl2,0.458302218,0.00055282,0.001,0.001,1,,,,,
Gm26960,0.458302218,0.000537695,0.001,0.001,1,,,,,
Grpr,0.458302218,0.000572221,0.001,0.001,1,,,,,
mt-Tc,0.458302218,0.000820612,0.001,0.001,1,,,,,
Gm20652,0.458309434,-0.001174777,0.006,0.005,1,,,,,
Cfap206,0.458351149,-0.011858671,0.04,0.042,1,,,,,
Il36rn,0.458379211,0.000392976,0.001,0.001,1,,,,,
4933401H06Rik,0.458379211,0.000562493,0.001,0.001,1,,,,,
Gm5878,0.458379211,0.000599628,0.001,0.001,1,,,,,
Gm11637,0.458379211,-0.000174929,0.001,0.001,1,,,,,
Gm41043,0.458379211,-0.000595518,0.001,0.001,1,,,,,
Fnd3c2,0.458379211,0.000552078,0.001,0.001,1,,,,,
Ddx21,0.45838591,-0.012199512,0.149,0.141,1,,,,,
Gm43623,0.45840102,-0.004466997,0.015,0.014,1,,,,,
Pknox1,0.458424653,-0.008048326,0.098,0.092,1,,,,,
Gm15444,0.458456212,0.000457692,0.001,0.001,1,,,,,
Mrgpra9,0.458456212,-0.000310268,0.001,0.001,1,,,,,
Ccdc102a,0.458456212,0.001736584,0.001,0.001,1,,,,,
Gm47488,0.458456212,0.000743877,0.001,0.001,1,,,,,
1700022A22Rik,0.458456212,0.000578578,0.001,0.001,1,,,,,
ENSMUSG00000120214,0.458456212,0.000409711,0.001,0.001,1,,,,,
Nmur2,0.458497112,0.001313076,0.003,0.002,1,,,,,
Gm37671,0.45853322,0.000306477,0.001,0.001,1,,,,,
Mr1,0.45853322,-0.000532247,0.001,0.001,1,,,,,
Gm37664,0.45853322,0.000388838,0.001,0.001,1,,,,,
Gm10134,0.45853322,0.000633158,0.001,0.001,1,,,,,
Ube2v1,0.45853322,0.000568807,0.001,0.001,1,,,,,
Slco1a6,0.45853322,0.000177466,0.001,0.001,1,,,,,
Mrgpra2b,0.45853322,0.000207905,0.001,0.001,1,,,,,
Rassf9,0.45853322,-4.30E-06,0.001,0.001,1,,,,,
Gm2675,0.45853322,0.000124216,0.001,0.001,1,,,,,
Gm21816,0.458541468,0.001910158,0.006,0.005,1,,,,,
Gm15409,0.458572411,0.000983126,0.006,0.005,1,,,,,
Sbf1,0.458580975,-0.025906562,0.294,0.273,1,,,,,
Crocc2,0.458610235,-9.08E-05,0.001,0.001,1,,,,,
Psg17,0.458610235,-3.39E-06,0.001,0.001,1,,,,,
Gli1,0.458610235,0.0002808,0.001,0.001,1,,,,,
Cdk2,0.458610235,-5.54E-05,0.001,0.001,1,,,,,
Olfr1364,0.458610235,-0.000175455,0.001,0.001,1,,,,,
1700120E14Rik,0.458610235,4.29E-05,0.001,0.001,1,,,,,
Gm44985,0.458687257,-4.82E-06,0.001,0.001,1,,,,,
Gm27197,0.458708244,0.001293266,0.003,0.002,1,,,,,
Gm12723,0.458748539,-0.004456941,0.002,0.003,1,,,,,
Gm37780,0.458754373,-0.003349423,0.003,0.004,1,,,,,
EU599041,0.458764287,-0.00014658,0.001,0.001,1,,,,,
Gm23119,0.458764287,0.000241999,0.001,0.001,1,,,,,
Gm37249,0.458786243,-0.000731762,0.013,0.012,1,,,,,
Slc5a10,0.458792712,0.000532392,0.003,0.002,1,,,,,
Gm5113,0.458802529,0.004745575,0.019,0.017,1,,,,,
Hacd3,0.458919766,2.31E-05,0.415,0.387,1,,,,,
Ckm,0.458933576,-0.002723675,0.002,0.003,1,,,,,
Gm40660,0.458943816,0.000501117,0.006,0.005,1,,,,,
1700095A21Rik,0.459046169,0.001676468,0.003,0.002,1,,,,,
Phxr4,0.459046169,0.001501288,0.003,0.002,1,,,,,
Nudt11,0.459051337,0.001275651,0.044,0.041,1,,,,,
Gm44013,0.459146384,0.007321627,0.008,0.007,1,,,,,
Tmem86b,0.459177148,-0.002836786,0.044,0.041,1,,,,,
Gm12804,0.459215183,0.002840488,0.003,0.002,1,,,,,
2010013B24Rik,0.459222481,0.000436852,0.006,0.005,1,,,,,
Cnih2,0.459242735,-0.01067476,0.136,0.128,1,,,,,
Nab1,0.459249953,-0.01372794,0.153,0.154,1,,,,,
Gm7422,0.459316994,0.00083001,0.001,0,1,,,,,
Gm31219,0.459316994,0.001541874,0.001,0,1,,,,,
Tbc1d19,0.45938917,-0.02917231,0.368,0.341,1,,,,,
Gm10232,0.459404397,0.005608968,0.001,0,1,,,,,
Gm12478,0.459491809,0.001166768,0.001,0,1,,,,,
Gm38143,0.459491809,0.001241642,0.001,0,1,,,,,
A730004F24Rik,0.459579231,0.001462627,0.001,0,1,,,,,
5330411O13Rik,0.459579231,0.001000802,0.001,0,1,,,,,
Gm25735,0.459579231,0.001173898,0.001,0,1,,,,,
Nat2,0.459579231,0.001546254,0.001,0,1,,,,,
Gm12034,0.459579231,0.00468687,0.001,0,1,,,,,
1700015C15Rik,0.459579231,0.00182332,0.001,0,1,,,,,
Gm49939,0.459579231,0.000878238,0.001,0,1,,,,,
Gm21046,0.459579231,0.00128758,0.001,0,1,,,,,
ENSMUSG00000120590,0.459594181,0.001647299,0.006,0.005,1,,,,,
4930518C09Rik,0.459595593,0.000873413,0.003,0.002,1,,,,,
Spdl1,0.459595593,-4.17E-05,0.003,0.002,1,,,,,
Gm55400,0.459666662,0.001086766,0.001,0,1,,,,,
Gm37317,0.459666662,0.001011323,0.001,0,1,,,,,
Tlr2,0.459666662,0.003400246,0.001,0,1,,,,,
Plk-ps1,0.459666662,0.000624382,0.001,0,1,,,,,
Vmn2r18,0.459666662,0.000913978,0.001,0,1,,,,,
Gm9923,0.459666662,0.000556273,0.001,0,1,,,,,
Gm12104,0.459666662,0.000729013,0.001,0,1,,,,,
Slc25a48,0.459666662,0.002399636,0.001,0,1,,,,,
Gm29019,0.459666662,0.001055516,0.001,0,1,,,,,
Gm50255,0.459666662,0.001971903,0.001,0,1,,,,,
Gm56411,0.459754102,0.000546526,0.001,0,1,,,,,
Gm16325,0.459754102,0.000680718,0.001,0,1,,,,,
Gm45211,0.459754102,0.000964044,0.001,0,1,,,,,
Ces1f,0.459754102,0.001358712,0.001,0,1,,,,,
Casp4,0.459754102,0.001814925,0.001,0,1,,,,,
Aldh1a2,0.459754102,0.000893715,0.001,0,1,,,,,
Gm534,0.459754102,0.0009036,0.001,0,1,,,,,
Cdca2,0.459754102,0.000551019,0.001,0,1,,,,,
ENSMUSG00000120004,0.459754102,0.001854097,0.001,0,1,,,,,
D830039M14Rik,0.459764721,0.000794691,0.003,0.002,1,,,,,
Gm12830,0.459813073,-0.002335605,0.002,0.003,1,,,,,
F5,0.459841551,0.000732734,0.001,0,1,,,,,
Gm13412,0.459841551,0.000596517,0.001,0,1,,,,,
ENSMUSG00000120422,0.459841551,0.001064429,0.001,0,1,,,,,
Iqgap3,0.459841551,0.000932788,0.001,0,1,,,,,
Gm16048,0.459841551,0.000954005,0.001,0,1,,,,,
Gbp2,0.459841551,0.001649917,0.001,0,1,,,,,
Aym1,0.459841551,0.000595531,0.001,0,1,,,,,
Ifitm1,0.459841551,0.005423827,0.001,0,1,,,,,
Mpzl2,0.459841551,0.000776757,0.001,0,1,,,,,
Gm48400,0.459841551,0.000718854,0.001,0,1,,,,,
Ggt1,0.459841551,0.001861018,0.001,0,1,,,,,
Gm35206,0.459841551,0.000846966,0.001,0,1,,,,,
Gm12063,0.459841551,0.000694744,0.001,0,1,,,,,
2310016D03Rik,0.459841551,0.000760017,0.001,0,1,,,,,
Gm11343,0.459841551,0.000570949,0.001,0,1,,,,,
Gm49149,0.459841551,0.000909402,0.001,0,1,,,,,
ENSMUSG00000120767,0.459841551,0.001309457,0.001,0,1,,,,,
Gm41724,0.459841551,0.000753846,0.001,0,1,,,,,
Gstm6,0.459849298,0.00089372,0.003,0.002,1,,,,,
Gm25256,0.459852968,-0.000669109,0,0,1,,,,,
Gm28417,0.459852969,-0.001178367,0,0,1,,,,,
Gm9915,0.459852969,-0.000974388,0,0,1,,,,,
Rpl18-ps1,0.459852969,-0.000690162,0,0,1,,,,,
Kcne4,0.459852969,-0.00104698,0,0,1,,,,,
Gm29359,0.459852969,-0.000583945,0,0,1,,,,,
Gm37559,0.459852969,-0.000721437,0,0,1,,,,,
Gm37145,0.459852969,-0.001218301,0,0,1,,,,,
Gm13348,0.459852969,-0.000918725,0,0,1,,,,,
Gm13632,0.459852969,-0.001019767,0,0,1,,,,,
ENSMUSG00000121173,0.459852969,-0.000635487,0,0,1,,,,,
Spcs2-ps,0.459852969,-0.000983113,0,0,1,,,,,
Gm14117,0.459852969,-0.002141363,0,0,1,,,,,
BB187690,0.459852969,-0.001055175,0,0,1,,,,,
Rab25,0.459852969,-0.000978397,0,0,1,,,,,
Efna4,0.459852969,-0.00087744,0,0,1,,,,,
Gm25869,0.459852969,-0.001248141,0,0,1,,,,,
Gm29561,0.459852969,-0.000914311,0,0,1,,,,,
Gbp2-ps,0.459852969,-0.00122574,0,0,1,,,,,
Gm12745,0.459852969,-0.000506037,0,0,1,,,,,
Gm12869,0.459852969,-0.001019665,0,0,1,,,,,
Zfp979,0.459852969,-0.003952125,0,0,1,,,,,
Gm13070,0.459852969,-0.000855724,0,0,1,,,,,
Gm33370,0.459852969,-0.001401213,0,0,1,,,,,
Gm42498,0.459852969,-0.001019734,0,0,1,,,,,
Spdye4b,0.459852969,-0.000986255,0,0,1,,,,,
Gm18204,0.459852969,-0.00114755,0,0,1,,,,,
Gm44546,0.459852969,-0.000760649,0,0,1,,,,,
4933439N14Rik,0.459852969,-0.000867281,0,0,1,,,,,
Gm45410,0.459852969,-0.000876827,0,0,1,,,,,
Trim60,0.459852969,-0.000622117,0,0,1,,,,,
Gm45446,0.459852969,-0.001134715,0,0,1,,,,,
Gm24693,0.459852969,-0.000803304,0,0,1,,,,,
Gm16117,0.459852969,-0.0007468,0,0,1,,,,,
Gm48856,0.459852969,-0.00074633,0,0,1,,,,,
Gm2396,0.459852969,-0.000771594,0,0,1,,,,,
Gm46191,0.459852969,-0.000463373,0,0,1,,,,,
Gm8580,0.459852969,-0.0008693,0,0,1,,,,,
Gm4792,0.459852969,-0.000819423,0,0,1,,,,,
4930503E24Rik,0.459852969,-0.001764043,0,0,1,,,,,
Gm12160,0.459852969,-0.001174374,0,0,1,,,,,
ENSMUSG00000120213,0.459852969,-0.001038692,0,0,1,,,,,
Slc36a1os,0.459852969,-0.000927625,0,0,1,,,,,
Myh13,0.459852969,-0.000947316,0,0,1,,,,,
Krt39,0.459852969,-0.000764705,0,0,1,,,,,
Hsd17b1,0.459852969,-0.00077548,0,0,1,,,,,
Gdf7,0.459852969,-0.000647892,0,0,1,,,,,
Gm36262,0.459852969,-0.00073274,0,0,1,,,,,
Gm8075,0.459852969,-0.000809881,0,0,1,,,,,
Gpx2,0.459852969,-0.000836424,0,0,1,,,,,
Gm48248,0.459852969,-0.000725122,0,0,1,,,,,
Gm47039,0.459852969,-0.000445573,0,0,1,,,,,
Gcm2,0.459852969,-0.00108382,0,0,1,,,,,
Gm33489,0.459852969,-0.0007039,0,0,1,,,,,
Gm34307,0.459852969,-0.000644206,0,0,1,,,,,
Arl11,0.459852969,-0.001389086,0,0,1,,,,,
Gm49015,0.459852969,-0.000453577,0,0,1,,,,,
Gm9061,0.459852969,-0.000906849,0,0,1,,,,,
Tdgf1-ps2,0.459852969,-0.001158535,0,0,1,,,,,
Olfr118,0.459852969,-0.000933881,0,0,1,,,,,
Vmn2r120,0.459852969,-0.000703677,0,0,1,,,,,
Gm49916,0.459852969,-0.000811365,0,0,1,,,,,
Gm2424,0.459852969,-0.000816675,0,0,1,,,,,
Slc27a6,0.459852969,-0.002257671,0,0,1,,,,,
Gm29966,0.459852969,-0.000488595,0,0,1,,,,,
Gm30889,0.459852969,-0.001077437,0,0,1,,,,,
Gm10053,0.459852969,-0.000683315,0,0,1,,,,,
Ch25h,0.459852969,-0.000939515,0,0,1,,,,,
Calhm3,0.459852969,-0.000877644,0,0,1,,,,,
Mif-ps9,0.459852969,-0.000667528,0,0,1,,,,,
Rps12-ps3,0.459852969,-0.000799496,0,0,1,,,,,
Zcchc13,0.459852969,-0.000953812,0,0,1,,,,,
Tcp11x2,0.459852969,-0.00076426,0,0,1,,,,,
Gm48045,0.459868414,0.002162891,0.015,0.013,1,,,,,
Gm29273,0.45992901,0.000617096,0.001,0,1,,,,,
Gm15459,0.45992901,0.000781698,0.001,0,1,,,,,
Ccdc121,0.45992901,0.000501659,0.001,0,1,,,,,
Gm45098,0.45992901,0.000536636,0.001,0,1,,,,,
Gm48753,0.45992901,0.000601083,0.001,0,1,,,,,
Gm48273,0.45992901,0.000822508,0.001,0,1,,,,,
Atp8b3,0.45992901,0.000927472,0.001,0,1,,,,,
Gm45027,0.45992901,0.000434437,0.001,0,1,,,,,
Rps7-ps2,0.45992901,0.000765277,0.001,0,1,,,,,
Gm11282,0.45992901,0.000486885,0.001,0,1,,,,,
ENSMUSG00000120050,0.45992901,0.000657768,0.001,0,1,,,,,
Gm49216,0.45992901,0.000931903,0.001,0,1,,,,,
Zscan10,0.45992901,0.000775241,0.001,0,1,,,,,
Igsf1,0.45992901,0.000518429,0.001,0,1,,,,,
Gm17101,0.459968653,-0.000613146,0,0,1,,,,,
Eif4a-ps4,0.459968653,-0.000637018,0,0,1,,,,,
Gm29083,0.459968653,-0.004955123,0,0,1,,,,,
ENSMUSG00000121232,0.459968653,-0.000622799,0,0,1,,,,,
Gm16081,0.459968653,-0.00027206,0,0,1,,,,,
Gm37542,0.459968653,-0.00055915,0,0,1,,,,,
Gm13383,0.459968653,-0.00049926,0,0,1,,,,,
Bpi,0.459968653,-0.00067415,0,0,1,,,,,
Gm14267,0.459968653,-0.000891307,0,0,1,,,,,
Gm12436,0.459968653,-0.000718429,0,0,1,,,,,
Gm12506,0.459968653,-0.000691648,0,0,1,,,,,
Skint7,0.459968653,-0.000799216,0,0,1,,,,,
Gm12931,0.459968653,-0.001169242,0,0,1,,,,,
ENSMUSG00000120631,0.459968653,-0.000565366,0,0,1,,,,,
Gm42524,0.459968653,-0.001069743,0,0,1,,,,,
Gm29464,0.459968653,-0.000551327,0,0,1,,,,,
Gm42502,0.459968653,-0.000796326,0,0,1,,,,,
Gm44109,0.459968653,-0.000475632,0,0,1,,,,,
Vmn1r25,0.459968653,-0.00065615,0,0,1,,,,,
2610300M13Rik,0.459968653,-0.000574125,0,0,1,,,,,
Olfr683,0.459968653,-0.000459036,0,0,1,,,,,
Defb14,0.459968653,-0.000408911,0,0,1,,,,,
Gm45489,0.459968653,-0.000403958,0,0,1,,,,,
Gm10015,0.459968653,-0.000783386,0,0,1,,,,,
Gm45405,0.459968653,-0.000703107,0,0,1,,,,,
Gm33103,0.459968653,-0.001112735,0,0,1,,,,,
Olfr160,0.459968653,-0.000665259,0,0,1,,,,,
Pou2af1,0.459968653,-0.000832726,0,0,1,,,,,
Skor1,0.459968653,-0.000700372,0,0,1,,,,,
Gprc6a,0.459968653,-0.000690151,0,0,1,,,,,
Gm24803,0.459968653,-0.000917104,0,0,1,,,,,
Ccdc201,0.459968653,-0.000741249,0,0,1,,,,,
Gm12050,0.459968653,-0.000978321,0,0,1,,,,,
Gm12106,0.459968653,-0.000885026,0,0,1,,,,,
Ccl1,0.459968653,-0.000630494,0,0,1,,,,,
Gm11479,0.459968653,-0.000533085,0,0,1,,,,,
Gm47868,0.459968653,-0.000537766,0,0,1,,,,,
Gm46376,0.459968653,-0.00067679,0,0,1,,,,,
Gm16419,0.459968653,-0.001392138,0,0,1,,,,,
Gm11342,0.459968653,-0.000641943,0,0,1,,,,,
Gm34084,0.459968653,-0.000451074,0,0,1,,,,,
4930404K13Rik,0.459968653,-0.000662545,0,0,1,,,,,
Spatc1,0.459968653,-0.000737892,0,0,1,,,,,
Prm2,0.459968653,-0.000593661,0,0,1,,,,,
Gm20493,0.459968653,-0.000870478,0,0,1,,,,,
Gm49938,0.459968653,-0.001093071,0,0,1,,,,,
Gm36201,0.459968653,-0.000939736,0,0,1,,,,,
ENSMUSG00000120330,0.459968653,-0.00053572,0,0,1,,,,,
Gm38109,0.459968653,-0.000632288,0,0,1,,,,,
Gm54372,0.459968653,-0.000829665,0,0,1,,,,,
Gm50352,0.459968653,-0.000468512,0,0,1,,,,,
ENSMUSG00000120685,0.459968653,-0.000752122,0,0,1,,,,,
Gm32932,0.459968653,-0.000824458,0,0,1,,,,,
Gm29261,0.459968653,-0.000711742,0,0,1,,,,,
Gm14635,0.459968653,-0.000734974,0,0,1,,,,,
Gm37564,0.459968653,-0.000609657,0,0,1,,,,,
Eda2r,0.459968653,-0.000595704,0,0,1,,,,,
Blvrb,0.459992208,0.006380321,0.025,0.023,1,,,,,
Slc27a1,0.460006113,-0.006760841,0.15,0.142,1,,,,,
Gm31812,0.460013575,0.012724509,0.008,0.007,1,,,,,
Gm42417,0.460016478,0.001498826,0.001,0,1,,,,,
Col3a1,0.460016478,0.000601796,0.001,0,1,,,,,
4930518J20Rik,0.460016478,0.000771225,0.001,0,1,,,,,
Hnf4g,0.460016478,0.000450907,0.001,0,1,,,,,
Mup6,0.460016478,0.000508062,0.001,0,1,,,,,
Gm6745,0.460016478,0.000851545,0.001,0,1,,,,,
Gk2,0.460016478,0.0006499,0.001,0,1,,,,,
Gm26556,0.460016478,0.000408794,0.001,0,1,,,,,
Gm23515,0.460016478,2.78E-05,0.001,0,1,,,,,
Cdhr4,0.460016478,0.00050061,0.001,0,1,,,,,
Nlrp3,0.460016478,0.002870066,0.001,0,1,,,,,
Gm47013,0.460016478,0.000272066,0.001,0,1,,,,,
Gm47424,0.460016478,0.000233234,0.001,0,1,,,,,
Gm49310,0.460016478,5.57E-05,0.001,0,1,,,,,
Gm4468,0.460016478,0.00045837,0.001,0,1,,,,,
Gm49857,0.460016478,0.000580782,0.001,0,1,,,,,
Gm15491,0.460016478,0.000381566,0.001,0,1,,,,,
Gm17197,0.460016478,0.000283123,0.001,0,1,,,,,
Asphd2,0.460033125,-0.038599799,0.158,0.158,1,,,,,
Ptcra,0.460044676,-0.003351847,0.002,0.003,1,,,,,
Mypop,0.460069701,-0.011888192,0.066,0.062,1,,,,,
Gm26509,0.460084354,-0.001112474,0,0,1,,,,,
C1ql2,0.460084354,-0.000661205,0,0,1,,,,,
Gm16565,0.460084354,-0.0004673,0,0,1,,,,,
Gm2639,0.460084354,-0.000739008,0,0,1,,,,,
Terb2,0.460084354,-0.000400296,0,0,1,,,,,
Gm14300,0.460084354,-0.000610502,0,0,1,,,,,
Gm43671,0.460084354,-0.000496412,0,0,1,,,,,
Gm3513,0.460084354,-0.000367224,0,0,1,,,,,
Rtraf-ps,0.460084354,-0.000811245,0,0,1,,,,,
Gm17815,0.460084354,-0.000872426,0,0,1,,,,,
Gm12537,0.460084354,-0.00046617,0,0,1,,,,,
Gm13049,0.460084354,-0.000784015,0,0,1,,,,,
Gm36017,0.460084354,-0.000753689,0,0,1,,,,,
AA792892,0.460084354,-0.000479384,0,0,1,,,,,
Gm42545,0.460084354,-0.000496274,0,0,1,,,,,
Atp6v1fnb,0.460084354,-0.000399026,0,0,1,,,,,
Gm13835,0.460084354,-0.000462155,0,0,1,,,,,
Gm44581,0.460084354,-0.000350347,0,0,1,,,,,
C5ar2,0.460084354,-0.000310581,0,0,1,,,,,
Gm26802,0.460084354,-0.0006984,0,0,1,,,,,
Gm45096,0.460084354,-0.000402957,0,0,1,,,,,
Mir344i,0.460084354,-0.000394466,0,0,1,,,,,
Cdcp3,0.460084354,-0.000371658,0,0,1,,,,,
Gm39119,0.460084354,-0.000514484,0,0,1,,,,,
Gm15366,0.460084354,-0.000353335,0,0,1,,,,,
Gm31786,0.460084354,-0.000559481,0,0,1,,,,,
ENSMUSG00000120810,0.460084354,-0.001008168,0,0,1,,,,,
Gm2976,0.460084354,-0.00045124,0,0,1,,,,,
Gm27164,0.460084354,-0.003289927,0,0,1,,,,,
Gm22069,0.460084354,-0.000608859,0,0,1,,,,,
4930442H23Rik,0.460084354,-0.00049209,0,0,1,,,,,
Gm16166,0.460084354,-0.000461672,0,0,1,,,,,
ENSMUSG00000120765,0.460084354,-0.000608324,0,0,1,,,,,
Gm34585,0.460084354,-0.000539924,0,0,1,,,,,
Gm8584,0.460084354,-0.000574632,0,0,1,,,,,
Gm38408,0.460084354,-0.000635752,0,0,1,,,,,
Gm35164,0.460084354,-0.00029573,0,0,1,,,,,
Gm49141,0.460084354,-0.000319507,0,0,1,,,,,
Gm49729,0.460084354,-0.000867889,0,0,1,,,,,
Slc16a8,0.460084354,-0.000962918,0,0,1,,,,,
Gm36618,0.460084354,-0.000446969,0,0,1,,,,,
Gm32885,0.460084354,-0.000661734,0,0,1,,,,,
Gm49547,0.460084354,-0.000486324,0,0,1,,,,,
Gm18747,0.460084354,-0.00047722,0,0,1,,,,,
Gm36028,0.460084354,-0.000544884,0,0,1,,,,,
Gm49709,0.460084354,-0.000542556,0,0,1,,,,,
Gm35576,0.460084354,-0.000491131,0,0,1,,,,,
ENSMUSG00000121426,0.460084354,-0.000543472,0,0,1,,,,,
Gm20546,0.460084354,-0.00050021,0,0,1,,,,,
Gm31328,0.460084354,-0.000471113,0,0,1,,,,,
Gm5819,0.460084354,-0.000400921,0,0,1,,,,,
Gm14965,0.460084354,-0.000521846,0,0,1,,,,,
Gm6206,0.460084354,-0.000574697,0,0,1,,,,,
Gm11742,0.460085211,-0.002049753,0.003,0.004,1,,,,,
Gm37645,0.460103956,0.000564565,0.001,0,1,,,,,
Gm37097,0.460103956,0.00054076,0.001,0,1,,,,,
Gm14200,0.460103956,0.000228377,0.001,0,1,,,,,
Gm17402,0.460103956,-0.000107026,0.001,0,1,,,,,
Gm43729,0.460103956,0.000412618,0.001,0,1,,,,,
Gm42975,0.460103956,0.000366749,0.001,0,1,,,,,
Gbp9,0.460103956,0.003427335,0.001,0,1,,,,,
Gm16499.1,0.460103956,0.000216442,0.001,0,1,,,,,
4930554C24Rik,0.460103956,0.000334614,0.001,0,1,,,,,
Gm26576,0.460103956,0.000307584,0.001,0,1,,,,,
Gm30214,0.460103956,0.00027741,0.001,0,1,,,,,
Gm17025,0.460103956,0.000444811,0.001,0,1,,,,,
Gm30339,0.460103956,0.000325805,0.001,0,1,,,,,
Tnfrsf17,0.460103956,0.000349424,0.001,0,1,,,,,
Gm49802,0.460103956,0.000308146,0.001,0,1,,,,,
Gm7059,0.460103956,0.000307054,0.001,0,1,,,,,
Redrum,0.460103956,0.000400409,0.001,0,1,,,,,
Folr1,0.460137335,-0.002193387,0.002,0.003,1,,,,,
4930544F09Rik,0.460183669,-0.002327919,0.002,0.003,1,,,,,
Smco1,0.460183669,-0.001407603,0.002,0.003,1,,,,,
Muc2,0.460187693,0.000151883,0.003,0.002,1,,,,,
Gm28669,0.460191442,2.16E-05,0.001,0,1,,,,,
Cd244a,0.460191442,0.00057068,0.001,0,1,,,,,
Gm14009,0.460191442,0.000645138,0.001,0,1,,,,,
Gm23846,0.460191442,0.000251678,0.001,0,1,,,,,
ENSMUSG00000120813,0.460191442,0.000488307,0.001,0,1,,,,,
Prdm16os,0.460191442,-0.001378018,0.001,0,1,,,,,
A730089K16Rik,0.460191442,9.10E-05,0.001,0,1,,,,,
Gm26597,0.460191442,0.000273189,0.001,0,1,,,,,
Ucp3,0.460191442,-0.003977486,0.001,0,1,,,,,
Gm47716,0.460191442,0.000229879,0.001,0,1,,,,,
Pate6,0.460191442,0.00030267,0.001,0,1,,,,,
