,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Adam15,0.774389648,0.001700568,0.038,0.04,1,,,,,
Gm43024,0.774481331,0.006030002,0.003,0.003,1,,,,,
Uts2,0.774481331,0.005757827,0.003,0.003,1,,,,,
Cftr,0.774481331,0.010227669,0.003,0.003,1,,,,,
Arl5c,0.774481331,0.00747742,0.003,0.003,1,,,,,
Gm47368,0.774481331,0.006059286,0.003,0.003,1,,,,,
ENSMUSG00000120803,0.774481331,0.0069695,0.003,0.003,1,,,,,
Rnase13,0.774481331,0.00702018,0.003,0.003,1,,,,,
Cdc45,0.774481331,0.005644751,0.003,0.003,1,,,,,
Gm45820,0.774518766,-0.00882518,0.008,0.009,1,,,,,
Pcdh8,0.774671979,-0.008515886,0.013,0.012,1,,,,,
Cnpy3,0.774677953,-0.047124873,0.052,0.054,1,,,,,
2810403D21Rik,0.77471342,-0.048059056,0.161,0.152,1,,,,,
Tmem169,0.77476376,-0.010868215,0.008,0.009,1,,,,,
Fndc3b,0.774768942,-0.061258529,0.211,0.197,1,,,,,
Smarcc1,0.77479628,-0.04831299,0.217,0.204,1,,,,,
G3bp1,0.774878616,-0.043539002,0.105,0.107,1,,,,,
G730003C15Rik,0.774886559,0.009703105,0.003,0.003,1,,,,,
Gm26831,0.774886559,0.005339653,0.003,0.003,1,,,,,
Gm42840,0.774886559,0.009351481,0.003,0.003,1,,,,,
Stpg1,0.774886559,0.008205442,0.003,0.003,1,,,,,
Gm15700,0.774886559,0.005099881,0.003,0.003,1,,,,,
Gm16239,0.774886559,0.004500288,0.003,0.003,1,,,,,
Unc45b,0.774886559,0.00471092,0.003,0.003,1,,,,,
Gm37248,0.774886559,0.005011829,0.003,0.003,1,,,,,
Gm20491,0.774886559,0.00484646,0.003,0.003,1,,,,,
Zfp558,0.775008774,-0.011484417,0.008,0.009,1,,,,,
Spock2,0.775014302,0.034469293,0.101,0.097,1,,,,,
Gm38304,0.77517029,-0.02367699,0.016,0.017,1,,,,,
Snip1,0.775257611,-0.01002534,0.02,0.018,1,,,,,
Fosl2,0.77529185,0.009288934,0.003,0.003,1,,,,,
ENSMUSG00000119958,0.77529185,0.004345384,0.003,0.003,1,,,,,
Brip1,0.77529185,0.006616791,0.003,0.003,1,,,,,
Baiap2l2,0.77529185,0.001906243,0.003,0.003,1,,,,,
Nfam1,0.77529185,0.003582085,0.003,0.003,1,,,,,
Vwce,0.77529185,0.006118121,0.003,0.003,1,,,,,
Itgb1bp2,0.77529185,-0.001089564,0.003,0.003,1,,,,,
Gpatch3,0.775342362,-0.032925935,0.016,0.017,1,,,,,
Dis3,0.775377325,-0.012212847,0.03,0.031,1,,,,,
Blvra,0.775430098,-0.020288894,0.024,0.026,1,,,,,
Ifitm10,0.775440949,-0.008348501,0.013,0.015,1,,,,,
Bbs4,0.775458907,-0.03683129,0.037,0.035,1,,,,,
Gm30373,0.77546516,-0.000123411,0.022,0.023,1,,,,,
Wdr62,0.775498871,-0.007086193,0.008,0.009,1,,,,,
Cox6a2,0.775498871,-0.020970212,0.008,0.009,1,,,,,
Wdyhv1,0.775608947,0.007125881,0.048,0.045,1,,,,,
Gm29642,0.775635911,-0.047604947,0.053,0.05,1,,,,,
Ecrg4,0.775697201,0.000828276,0.003,0.003,1,,,,,
Gm26620,0.775697201,0.003040487,0.003,0.003,1,,,,,
Xkr8,0.775697201,0.004316298,0.003,0.003,1,,,,,
Gm44101,0.775697201,0.006271,0.003,0.003,1,,,,,
Tpte,0.775697201,0.004750781,0.003,0.003,1,,,,,
Asf1b,0.775697201,0.004313858,0.003,0.003,1,,,,,
Gm48872,0.775697201,5.03E-05,0.003,0.003,1,,,,,
H2-K2,0.775697201,0.002970278,0.003,0.003,1,,,,,
Foxn3,0.775819785,-0.028392452,0.455,0.431,1,,,,,
Tbp,0.775825895,-0.066619562,0.049,0.05,1,,,,,
Tcf20,0.775894698,-0.06702602,0.182,0.182,1,,,,,
Strip1,0.775904338,-0.03855258,0.076,0.072,1,,,,,
Gm29088,0.776102614,0.005038215,0.003,0.003,1,,,,,
Inmt,0.776102614,-0.000466139,0.003,0.003,1,,,,,
Gm15133,0.776102614,0.001234729,0.003,0.003,1,,,,,
Igfbp3,0.776102614,-0.000206678,0.003,0.003,1,,,,,
Slc9a3,0.776102614,0.001805278,0.003,0.003,1,,,,,
5330431K02Rik,0.776102614,0.002830046,0.003,0.003,1,,,,,
Gm49284,0.776102614,0.00016372,0.003,0.003,1,,,,,
Tdrd6,0.776102614,0.003423176,0.003,0.003,1,,,,,
Awat2,0.776102614,-0.002679172,0.003,0.003,1,,,,,
Ndufs7,0.776115058,-0.027294772,0.123,0.124,1,,,,,
Slc25a35,0.776117588,-0.028952618,0.048,0.045,1,,,,,
Gm16043,0.776132678,-0.015792759,0.013,0.012,1,,,,,
Pdcl,0.776219463,-0.022394359,0.02,0.018,1,,,,,
Trpm4,0.776327498,-0.012761191,0.013,0.012,1,,,,,
Prmt7,0.776337946,0.007285579,0.065,0.062,1,,,,,
Gm28940,0.776379805,-0.016668631,0.02,0.018,1,,,,,
Gm37485,0.776508087,0.002225316,0.003,0.003,1,,,,,
3110080O07Rik,0.776508087,0.003860956,0.003,0.003,1,,,,,
Gm37488,0.776508087,0.000814548,0.003,0.003,1,,,,,
Gm128,0.776508087,-0.001446981,0.003,0.003,1,,,,,
Bnipl,0.776508087,-0.002618004,0.003,0.003,1,,,,,
Gm10570,0.776508087,0.000589487,0.003,0.003,1,,,,,
Rps16-ps2,0.776508087,0.000297157,0.003,0.003,1,,,,,
Gm19040,0.776508087,-0.001286121,0.003,0.003,1,,,,,
Psg16,0.776508087,-0.026598355,0.003,0.003,1,,,,,
4930432E11Rik,0.776508087,0.000243666,0.003,0.003,1,,,,,
Tsnaxip1,0.776508087,0.003239239,0.003,0.003,1,,,,,
Gm15521,0.776508087,-2.94E-05,0.003,0.003,1,,,,,
Gm48751,0.776508087,-0.00269944,0.003,0.003,1,,,,,
Usp43,0.776508087,0.000233761,0.003,0.003,1,,,,,
Gm15287,0.776508087,0.00364654,0.003,0.003,1,,,,,
Gm49249,0.776508087,-0.000149192,0.003,0.003,1,,,,,
1700001L05Rik,0.776508087,0.006621153,0.003,0.003,1,,,,,
Ribc2,0.776508087,-7.26E-05,0.003,0.003,1,,,,,
Tmem114,0.776508087,0.001033642,0.003,0.003,1,,,,,
Gm50399,0.776508087,-0.000112068,0.003,0.003,1,,,,,
Slc44a3,0.776680795,0.018042432,0.018,0.017,1,,,,,
Gm9856,0.776895378,-0.039017228,0.053,0.055,1,,,,,
Msh4,0.776913622,-0.0022043,0.003,0.003,1,,,,,
Gbx1,0.776913622,-0.003846729,0.003,0.003,1,,,,,
Gm42670,0.776913622,-0.00588128,0.003,0.003,1,,,,,
Gm43817,0.776913622,0.002402976,0.003,0.003,1,,,,,
Gm5345,0.776913622,-0.003827278,0.003,0.003,1,,,,,
Capn9,0.776913622,-0.004199248,0.003,0.003,1,,,,,
Gm8495,0.776913622,7.60E-05,0.003,0.003,1,,,,,
Gm48804,0.776913622,-0.006541982,0.003,0.003,1,,,,,
Lrrc75aos2,0.776913622,-0.000991922,0.003,0.003,1,,,,,
Gm3739,0.776913622,-0.004443143,0.003,0.003,1,,,,,
Gm36246,0.776913622,0.001253207,0.003,0.003,1,,,,,
Gm16169,0.776913622,-0.00189044,0.003,0.003,1,,,,,
Sfta2,0.776913622,-0.000863724,0.003,0.003,1,,,,,
Gm21844,0.776913622,-0.002948309,0.003,0.003,1,,,,,
Gm47004,0.776969696,-0.007405147,0.008,0.009,1,,,,,
Qdpr,0.776989346,-0.024304099,0.059,0.056,1,,,,,
Gucy1b1,0.777024847,-0.044768929,0.091,0.093,1,,,,,
Optn,0.777069048,-0.012466402,0.076,0.073,1,,,,,
ENSMUSG00000120675,0.777224803,-0.05050565,0.021,0.023,1,,,,,
Cdkl2,0.777235877,-0.018273428,0.016,0.017,1,,,,,
D630039A03Rik,0.777319217,-0.00557405,0.003,0.003,1,,,,,
Gm10382,0.777319217,-0.000343318,0.003,0.003,1,,,,,
Pthlh,0.777319217,-0.010859241,0.003,0.003,1,,,,,
Gm47594,0.777319217,0.004386233,0.003,0.003,1,,,,,
Parpbp,0.777319217,-0.001144078,0.003,0.003,1,,,,,
Vmn2r84,0.777319217,-0.000599788,0.003,0.003,1,,,,,
Gm49208,0.777319217,-0.002314375,0.003,0.003,1,,,,,
ENSMUSG00000120992,0.777319217,-0.003506612,0.003,0.003,1,,,,,
Ubxn8,0.777355399,-3.82E-05,0.029,0.027,1,,,,,
Nars2,0.777655407,-0.019721325,0.052,0.049,1,,,,,
Gm14406,0.777724873,-0.002878338,0.003,0.003,1,,,,,
Gm43312,0.777724873,-0.006001674,0.003,0.003,1,,,,,
ENSMUSG00000120734,0.777724873,-0.003670066,0.003,0.003,1,,,,,
Gm45643,0.777724873,-0.005626833,0.003,0.003,1,,,,,
Gm38111,0.777724873,-0.00328213,0.003,0.003,1,,,,,
H3c4,0.777724873,-0.004953907,0.003,0.003,1,,,,,
Gm48691,0.777724873,-0.00687704,0.003,0.003,1,,,,,
Fer1l6,0.777724873,-0.000400115,0.003,0.003,1,,,,,
Gm26575,0.777724873,-0.00247721,0.003,0.003,1,,,,,
Gm15138,0.777724873,-0.004728257,0.003,0.003,1,,,,,
Zfp280b,0.777827982,-0.038746106,0.021,0.023,1,,,,,
Cand2,0.777873314,0.003548964,0.013,0.015,1,,,,,
Top3b,0.778011448,-0.0264594,0.085,0.081,1,,,,,
Gm15427,0.778130589,-0.012970634,0.003,0.003,1,,,,,
Thbd,0.778130589,-0.004069089,0.003,0.003,1,,,,,
Cd1d1,0.778130589,-0.004431947,0.003,0.003,1,,,,,
Lrrc71,0.778130589,-0.003728001,0.003,0.003,1,,,,,
B230319C09Rik,0.778130589,-0.005953159,0.003,0.003,1,,,,,
Plk1,0.778130589,-0.002675076,0.003,0.003,1,,,,,
Cdc37,0.778217692,-0.020809091,0.066,0.068,1,,,,,
Btaf1,0.77827605,-0.074881874,0.169,0.167,1,,,,,
Chmp7,0.778283264,-0.013237928,0.022,0.023,1,,,,,
Shpk,0.778322535,-0.008610343,0.033,0.031,1,,,,,
Vsig10,0.778434939,-0.004410142,0.013,0.015,1,,,,,
Creb3l4,0.778536366,-0.014300925,0.003,0.003,1,,,,,
Gm15409,0.778536366,-0.009329536,0.003,0.003,1,,,,,
Gm14377,0.778536366,-0.003356078,0.003,0.003,1,,,,,
Caps2,0.778536366,-0.010423518,0.003,0.003,1,,,,,
Gm48809,0.778536366,-0.005978764,0.003,0.003,1,,,,,
Acot7,0.778657717,-0.019873031,0.101,0.096,1,,,,,
Rmdn3,0.778695094,-0.002641594,0.033,0.031,1,,,,,
Cdh10,0.778789118,-0.032621425,0.631,0.618,1,,,,,
Gm37174,0.778883866,-0.035356365,0.021,0.023,1,,,,,
Ftsj3,0.779041137,-0.00631625,0.018,0.017,1,,,,,
Fstl4,0.779151891,0.129897348,0.032,0.03,1,,,,,
Gm9866,0.779303041,-0.018805452,0.016,0.017,1,,,,,
Top3a,0.77937694,-0.000217021,0.027,0.029,1,,,,,
Rnf214,0.779416142,-0.051321131,0.136,0.137,1,,,,,
Faap100,0.779421964,-0.003761503,0.029,0.027,1,,,,,
Gins1,0.779422846,-0.002999756,0.008,0.009,1,,,,,
Plekha6,0.779488654,-0.00064445,0.029,0.027,1,,,,,
Ccdc43,0.779510219,-0.010829071,0.024,0.026,1,,,,,
Cript,0.77976102,-0.049713906,0.071,0.072,1,,,,,
Irf3,0.779903077,-0.059559285,0.105,0.1,1,,,,,
Nfs1,0.780189583,-0.015682699,0.129,0.123,1,,,,,
Zfp951,0.780230859,-0.028556263,0.02,0.018,1,,,,,
Cobl,0.780265542,-0.03978091,0.047,0.049,1,,,,,
Pnma8b,0.780307782,0.018828049,0.087,0.083,1,,,,,
Serinc1,0.780308428,-0.035792211,0.317,0.31,1,,,,,
4933407K13Rik,0.780317789,-0.013874507,0.04,0.037,1,,,,,
Calr4,0.780421945,-0.010244548,0.013,0.012,1,,,,,
Herc4,0.780691929,-0.051561901,0.182,0.171,1,,,,,
Pou3f2,0.781094352,-0.086881169,0.18,0.177,1,,,,,
Csnk1g1,0.781537097,-0.090896938,0.198,0.184,1,,,,,
Grina,0.781676454,-0.017151518,0.404,0.375,1,,,,,
Arhgap10,0.781835453,-0.00341625,0.047,0.044,1,,,,,
Arid5a,0.781842354,-0.047433463,0.041,0.038,1,,,,,
Rab3b,0.781864176,0.003584926,0.042,0.04,1,,,,,
Rpl23,0.78201851,-0.038218763,0.198,0.187,1,,,,,
Ttll11,0.782082696,-0.054067778,0.058,0.06,1,,,,,
Rpn1,0.782110807,-0.041552538,0.076,0.078,1,,,,,
Skida1,0.782364701,0.000471552,0.038,0.036,1,,,,,
Stard6,0.782424589,-0.043532327,0.029,0.027,1,,,,,
Kcnab2,0.782585469,0.001683427,0.018,0.017,1,,,,,
Proser3,0.782585469,-0.002949139,0.018,0.017,1,,,,,
Snrk,0.782630437,-0.101806925,0.143,0.14,1,,,,,
Gm44434,0.782811317,-0.016254258,0.004,0.005,1,,,,,
Vopp1,0.782888596,-0.02335122,0.048,0.045,1,,,,,
Brme1,0.78307698,0.017423878,0.012,0.01,1,,,,,
Syngr2,0.78307698,0.00395934,0.012,0.01,1,,,,,
Mcm8,0.783092172,-0.005951426,0.018,0.017,1,,,,,
Gm12532,0.783096888,-0.028469714,0.016,0.017,1,,,,,
Gm42851,0.783130466,-0.018241038,0.004,0.005,1,,,,,
Tmem25,0.783203069,-0.020056106,0.019,0.02,1,,,,,
Plbd2,0.783289337,-0.03273039,0.067,0.063,1,,,,,
Foxp2,0.783343919,-0.018534631,0.102,0.098,1,,,,,
Ampd2,0.783424009,-0.03080555,0.085,0.081,1,,,,,
Gm42775,0.783449651,-0.013937946,0.004,0.005,1,,,,,
Usp30,0.783640367,-0.005793343,0.022,0.021,1,,,,,
Pcdhga10,0.78374097,-0.0191797,0.013,0.012,1,,,,,
Gm19391,0.783768872,-0.012413027,0.004,0.005,1,,,,,
Rras2,0.784017649,-0.015497998,0.024,0.023,1,,,,,
Gm6345,0.78408813,-0.021097958,0.004,0.005,1,,,,,
Gm43288,0.78408813,-0.015734769,0.004,0.005,1,,,,,
1700026J14Rik,0.78408813,-0.016781198,0.004,0.005,1,,,,,
Lyz2,0.78408813,-0.015034525,0.004,0.005,1,,,,,
Vav1,0.78408813,-0.018118134,0.004,0.005,1,,,,,
Plp1,0.784191415,0.051949772,0.362,0.357,1,,,,,
Cux1,0.784308567,-0.058619891,0.271,0.265,1,,,,,
Zfp706,0.784316181,-0.037723428,0.08,0.083,1,,,,,
Gm54798,0.784341825,0.003431907,0.012,0.01,1,,,,,
Snx9,0.784438256,-0.062700749,0.098,0.099,1,,,,,
Ier5l,0.784471703,0.005114833,0.022,0.021,1,,,,,
ENSMUSG00000120442,0.784477753,-0.020284904,0.016,0.017,1,,,,,
Snrpd3,0.784478924,-0.041335949,0.055,0.051,1,,,,,
Oxr1,0.784503442,-0.027385494,0.382,0.357,1,,,,,
Cdh4,0.784713696,-0.099546717,0.219,0.213,1,,,,,
1700096J18Rik,0.784726755,-0.014081098,0.004,0.005,1,,,,,
Inpp5k,0.784770667,-0.043030801,0.049,0.051,1,,,,,
Skp2,0.784775518,-0.044575197,0.037,0.038,1,,,,,
Mrps33,0.784845328,-0.072271255,0.116,0.117,1,,,,,
Naa35,0.784854109,-0.037651344,0.134,0.128,1,,,,,
St8sia3,0.784866178,-0.009894042,0.051,0.048,1,,,,,
Utp3,0.784913134,0.003214289,0.058,0.056,1,,,,,
Rab35,0.785045734,-0.018173757,0.035,0.033,1,,,,,
Tmem255a,0.785185372,-0.000633671,0.012,0.01,1,,,,,
ENSMUSG00000119994,0.785363624,-0.000150906,0.029,0.027,1,,,,,
Gm37860,0.785365526,-0.009803974,0.004,0.005,1,,,,,
Gm16316,0.785365526,-0.011904406,0.004,0.005,1,,,,,
Nrg4,0.785365526,-0.017637429,0.004,0.005,1,,,,,
Gm37052,0.785396299,0.01085065,0.012,0.01,1,,,,,
Sars2,0.785396299,0.00204179,0.012,0.01,1,,,,,
Gm45692,0.785627066,-0.00977541,0.018,0.017,1,,,,,
ENSMUSG00000120408,0.785684965,-0.018915683,0.004,0.005,1,,,,,
Agpat5,0.785810566,-0.057725831,0.265,0.249,1,,,,,
Aim2,0.785818198,0.000100124,0.012,0.01,1,,,,,
Gm47580,0.785818198,0.005122362,0.012,0.01,1,,,,,
Gm38374,0.785973513,0.015770893,0.016,0.015,1,,,,,
Gm42919,0.78600444,-0.016678355,0.004,0.005,1,,,,,
ENSMUSG00000121210,0.78600444,-0.015321647,0.004,0.005,1,,,,,
Cdkn1c,0.786039669,-0.03371298,0.01,0.011,1,,,,,
Thnsl2,0.786083821,-0.035938995,0.024,0.025,1,,,,,
Xrcc3,0.786164189,-0.012076512,0.004,0.005,1,,,,,
Iftap,0.786247362,-0.039710028,0.09,0.085,1,,,,,
Sema3c,0.786254227,-0.02150323,0.01,0.011,1,,,,,
ENSMUSG00000121241,0.786323952,-0.006769476,0.004,0.005,1,,,,,
Pla2g4e,0.786323952,-0.014872381,0.004,0.005,1,,,,,
Gm48314,0.786323952,-0.006231831,0.004,0.005,1,,,,,
Gm47615,0.786323952,-0.021002891,0.004,0.005,1,,,,,
Gm48382,0.786323952,-0.005171615,0.004,0.005,1,,,,,
Gm10033,0.78635619,-0.099137368,0.11,0.11,1,,,,,
ENSMUSG00000121165,0.786643499,-0.006495052,0.004,0.005,1,,,,,
Kazald1,0.786643499,-0.010273297,0.004,0.005,1,,,,,
Letm1,0.786711623,-0.043694071,0.064,0.066,1,,,,,
Shisa7,0.786740229,-0.0081595,0.022,0.021,1,,,,,
Gm37367,0.786963082,-0.00698469,0.004,0.005,1,,,,,
Ythdc2,0.786998721,-0.032684265,0.086,0.088,1,,,,,
Mgat2,0.787059431,-0.019733077,0.04,0.037,1,,,,,
Mrpl45,0.787092264,-0.022369488,0.053,0.05,1,,,,,
Ephb3,0.787102911,-0.042208958,0.056,0.052,1,,,,,
Sdcbp2,0.787112617,-0.026255706,0.01,0.011,1,,,,,
Chpf,0.787149097,-0.005522062,0.018,0.017,1,,,,,
Gm9917,0.787282701,-0.008460236,0.004,0.005,1,,,,,
4921516A02Rik,0.787282701,-0.009653916,0.004,0.005,1,,,,,
Ankrd37,0.787327256,-0.020380695,0.01,0.011,1,,,,,
Tasl,0.787602356,-0.010018557,0.004,0.005,1,,,,,
Ptn,0.787828301,0.120718213,0.86,0.839,1,,,,,
Gm42892,0.787922047,-0.005520753,0.004,0.005,1,,,,,
Gm5444,0.787922047,-0.00428754,0.004,0.005,1,,,,,
Plp2,0.787922047,-0.005248318,0.004,0.005,1,,,,,
Plppr1,0.787971268,-0.028172295,0.01,0.011,1,,,,,
Pls1,0.788176578,-0.046361166,0.034,0.036,1,,,,,
Ccdc158,0.788241774,-0.007110658,0.004,0.005,1,,,,,
Prpsap1,0.788328591,-0.085101065,0.092,0.093,1,,,,,
Shc4,0.788655363,0.033898648,0.016,0.015,1,,,,,
Suds3,0.788745197,-0.035127087,0.088,0.083,1,,,,,
Zic3,0.788834242,0.008243396,0.016,0.015,1,,,,,
Bud31,0.788835482,-0.011395296,0.033,0.031,1,,,,,
4921511I17Rik,0.788835482,-0.01937714,0.033,0.031,1,,,,,
Gm37660,0.788881334,-0.001022699,0.004,0.005,1,,,,,
Gm28707,0.788881334,-0.001990188,0.004,0.005,1,,,,,
Gm4707,0.788881334,-0.002549707,0.004,0.005,1,,,,,
Snap47,0.788985786,-0.093727703,0.162,0.15,1,,,,,
Prdm2,0.789009278,-0.051773841,0.143,0.135,1,,,,,
Gdap1l1,0.789013132,0.022645257,0.016,0.015,1,,,,,
Ado,0.789143161,-0.003617544,0.016,0.017,1,,,,,
Hspb6,0.789201167,-0.002015992,0.004,0.005,1,,,,,
Cdrt4,0.789201167,0.00564104,0.004,0.005,1,,,,,
4930545L23Rik,0.789217074,-0.083132348,0.101,0.095,1,,,,,
Prmt9,0.789479301,-0.038558271,0.062,0.063,1,,,,,
Fmnl2,0.7894896,0.021912453,0.514,0.49,1,,,,,
Ptgs2,0.789521036,0.000929013,0.004,0.005,1,,,,,
A730085K08Rik,0.789521036,0.000265965,0.004,0.005,1,,,,,
Adora2a,0.789521036,-0.004786796,0.004,0.005,1,,,,,
Cep85,0.789584246,-0.001566972,0.052,0.05,1,,,,,
Cul4a,0.789595654,-0.061830876,0.134,0.126,1,,,,,
Rab21,0.78975064,-0.044663824,0.165,0.156,1,,,,,
Fancd2,0.789840941,0.000944414,0.004,0.005,1,,,,,
Pold2,0.789856933,-0.018846051,0.018,0.017,1,,,,,
Smarcal1,0.790199777,-0.051132611,0.031,0.033,1,,,,,
Nmnat1,0.790224287,-0.026345912,0.026,0.028,1,,,,,
Gpr19,0.79040544,-0.053387085,0.092,0.087,1,,,,,
Sowahb,0.790480856,-0.00116953,0.004,0.005,1,,,,,
4930426I24Rik,0.790503598,-0.026751186,0.044,0.042,1,,,,,
Gm13684,0.790510916,-0.067241291,0.12,0.112,1,,,,,
Rnh1,0.790572783,-0.065528691,0.096,0.097,1,,,,,
Patz1,0.790764005,-0.025060523,0.082,0.077,1,,,,,
Arhgdib,0.790800866,0.006503111,0.004,0.005,1,,,,,
Rab33a,0.790849066,-0.01827583,0.029,0.027,1,,,,,
Ltbr,0.790885869,-0.00429268,0.012,0.01,1,,,,,
ENSMUSG00000120329,0.791120912,0.003261074,0.004,0.005,1,,,,,
Kcnq4,0.791160683,0.007217965,0.016,0.015,1,,,,,
Git1,0.791265837,-0.036680207,0.031,0.033,1,,,,,
6820402A03Rik,0.791270503,0.008041744,0.021,0.019,1,,,,,
Kcnk12,0.791308577,-0.005360885,0.012,0.01,1,,,,,
Mideas,0.791375171,0.00272979,0.05,0.048,1,,,,,
Zfr,0.791458239,-0.029774687,0.439,0.43,1,,,,,
Fbxl6,0.791588362,-0.0004858,0.027,0.025,1,,,,,
Parvaos,0.791623393,-0.010887317,0.01,0.011,1,,,,,
Rnf38,0.791701724,-0.08214163,0.158,0.148,1,,,,,
Gm48015,0.791731347,-0.012391959,0.012,0.01,1,,,,,
Kmt2d,0.791742051,-0.041762958,0.049,0.05,1,,,,,
Zfp322a,0.791947102,-0.05250858,0.14,0.141,1,,,,,
Zkscan7,0.792058922,-0.003642537,0.018,0.017,1,,,,,
4833421K07Rik,0.792091066,-0.013700865,0.024,0.023,1,,,,,
Slbp,0.792124053,-0.043210787,0.06,0.057,1,,,,,
Slc48a1,0.79213413,-0.07076613,0.134,0.133,1,,,,,
Gm48542,0.792154178,-0.010614094,0.012,0.01,1,,,,,
Gm36264,0.792154178,-0.014557912,0.012,0.01,1,,,,,
Trmt1,0.792165556,-0.009429301,0.078,0.075,1,,,,,
Epo,0.792268363,-0.009000456,0.01,0.011,1,,,,,
Mylip,0.792319846,0.011685466,0.025,0.023,1,,,,,
Gm16062,0.792365616,-0.011929203,0.012,0.01,1,,,,,
Naa12,0.792371052,-0.022236666,0.096,0.091,1,,,,,
Praf2,0.792608199,-0.025480999,0.029,0.03,1,,,,,
Agpat1,0.792646828,-0.020042963,0.021,0.023,1,,,,,
Platr31,0.792682802,-0.020534033,0.012,0.01,1,,,,,
Cdc42ep4,0.792737448,-0.01532149,0.06,0.057,1,,,,,
AA986860,0.792788539,-0.011748899,0.012,0.01,1,,,,,
Ptma-ps2,0.792951522,0.003875313,0.016,0.015,1,,,,,
Kcnk9,0.792951522,0.009333205,0.016,0.015,1,,,,,
Lrrc14,0.792988273,-0.021322283,0.055,0.052,1,,,,,
Gpx4,0.793002366,-0.012967977,0.107,0.102,1,,,,,
Gatad1,0.79314361,-0.025911128,0.101,0.103,1,,,,,
Snx14,0.793148354,-0.045306956,0.084,0.086,1,,,,,
Sesn3,0.793417448,0.015007664,0.281,0.267,1,,,,,
Cope,0.793449907,-0.006811705,0.084,0.08,1,,,,,
B230369F24Rik,0.793507371,0.013059044,0.043,0.041,1,,,,,
Tkfc,0.79355873,-0.008736261,0.01,0.011,1,,,,,
Dgat1,0.793590874,0.001822158,0.053,0.056,1,,,,,
Gm20650,0.793634567,-0.013962063,0.012,0.01,1,,,,,
Garem2,0.793771499,-0.03523165,0.044,0.045,1,,,,,
Gm11713,0.79380059,-0.06309866,0.142,0.142,1,,,,,
Slc26a11,0.793812727,-0.048269545,0.036,0.037,1,,,,,
Rab11a,0.793994378,-0.015470523,0.075,0.071,1,,,,,
Ccdc130,0.794186553,-0.024847852,0.026,0.028,1,,,,,
Rps9,0.794277509,-0.06337015,0.144,0.143,1,,,,,
Mark4,0.794344447,0.014997688,0.05,0.048,1,,,,,
Gla,0.794586638,-0.009227067,0.012,0.01,1,,,,,
Rtn4r,0.794603142,-0.032822425,0.037,0.035,1,,,,,
Atp5pb,0.794702277,-0.015216473,0.245,0.234,1,,,,,
Mib2,0.794702291,-0.042867501,0.041,0.043,1,,,,,
Hus1,0.794845929,-0.012889429,0.022,0.021,1,,,,,
Ppm1b,0.794859264,-0.012365407,0.259,0.254,1,,,,,
Maged1,0.794989667,-0.075223298,0.118,0.118,1,,,,,
Gm36952,0.795014953,-0.038171768,0.056,0.057,1,,,,,
Gm37906,0.795064872,-0.005097674,0.01,0.011,1,,,,,
Rnf115,0.795238803,-0.101199634,0.134,0.132,1,,,,,
Gm48683,0.795495339,-0.010967527,0.01,0.011,1,,,,,
3200001D21Rik,0.795528742,-0.016908474,0.022,0.021,1,,,,,
Vipas39,0.795595315,-0.042280673,0.082,0.077,1,,,,,
Dusp14,0.795639826,0.004396326,0.016,0.015,1,,,,,
Gm16008,0.795653679,-0.087854181,0.038,0.039,1,,,,,
Gm43528,0.795710596,-0.004946947,0.01,0.011,1,,,,,
Shank2,0.795809554,-0.021883578,0.031,0.03,1,,,,,
Rabggtb,0.795871926,-0.05124388,0.071,0.067,1,,,,,
Nhlrc1,0.795962393,-0.013840367,0.012,0.01,1,,,,,
Naf1,0.796214867,-0.033710472,0.034,0.036,1,,,,,
Mfsd14a,0.796261811,-0.030468367,0.058,0.055,1,,,,,
Nfkbiz,0.796269054,-0.019093295,0.024,0.025,1,,,,,
Rpp38,0.796443326,-0.042468528,0.026,0.028,1,,,,,
Lamb3,0.796571778,-0.007427354,0.01,0.011,1,,,,,
Fam50a,0.796716991,-0.0185051,0.026,0.028,1,,,,,
Pafah1b3,0.796787113,-0.006440972,0.01,0.011,1,,,,,
Adamtsl3,0.796787113,-0.009196263,0.01,0.011,1,,,,,
Bcl6,0.796872359,-0.11418313,0.15,0.147,1,,,,,
Zwint,0.796956542,-0.011342715,0.24,0.23,1,,,,,
Ccdc137,0.796965934,-0.040837914,0.015,0.017,1,,,,,
Col4a1,0.797054481,0.017642866,0.034,0.032,1,,,,,
Matr3,0.797170418,-0.094666223,0.157,0.156,1,,,,,
Pcgf6,0.797204943,-0.029444095,0.039,0.041,1,,,,,
Atp6v0e2,0.797409205,-0.0387193,0.08,0.082,1,,,,,
Tcof1,0.797552648,-0.028357065,0.029,0.027,1,,,,,
Napa,0.797660524,-0.008473805,0.083,0.079,1,,,,,
Arhgap33,0.797860736,-0.020010081,0.013,0.014,1,,,,,
Paqr3,0.798032968,-0.037458535,0.061,0.063,1,,,,,
Kcnrg,0.798061178,-0.089177327,0.067,0.069,1,,,,,
Gpc2,0.798397973,-0.019560945,0.012,0.01,1,,,,,
Klhl20,0.798630846,0.035625878,0.062,0.06,1,,,,,
F8a,0.798901376,0.019111326,0.01,0.009,1,,,,,
Snx7,0.798970031,-0.011652256,0.047,0.044,1,,,,,
Gm15402,0.799011773,-0.026566011,0.033,0.031,1,,,,,
