,X,p_val.x,avg_log2FC.x,pct.1.x,pct.2.x,p_val_adj.x,p_val.y,avg_log2FC.y,pct.1.y,pct.2.y,p_val_adj.y,hit in database
618,Stmn2,2.20E-110,0.474971976,0.79,0.688,7.69E-106,1.99E-09,0.188995864,0.723,0.688,6.94E-05,0
619,Stmn3,3.72E-84,0.422409512,0.768,0.678,1.30E-79,2.34E-09,0.213725787,0.713,0.678,8.16E-05,0
620,Stx16,1.61E-10,-0.081297041,0.366,0.428,5.62E-06,1.42E-07,-0.073604189,0.386,0.428,0.004938576,0
621,Stx3,1.64E-24,-0.16297688,0.253,0.336,5.71E-20,1.72E-10,-0.112295084,0.286,0.336,6.00E-06,0
622,Sun1,3.08E-54,-0.267915137,0.417,0.547,1.08E-49,1.41E-34,-0.220943727,0.458,0.547,4.91E-30,0
623,Syndig1,2.73E-19,-0.13432969,0.384,0.464,9.50E-15,2.36E-12,-0.119487119,0.409,0.464,8.23E-08,0
624,Syt7,1.06E-34,-0.18963168,0.723,0.795,3.71E-30,6.38E-19,-0.153050893,0.748,0.795,2.23E-14,0
625,Tada3,1.17E-06,-0.051965005,0.109,0.138,0.040800319,9.82E-09,-0.090780969,0.103,0.138,0.000342522,0
626,Tbc1d30,4.43E-20,-0.140305795,0.289,0.368,1.55E-15,4.38E-08,-0.114171003,0.329,0.368,0.00152711,0
627,Tceal3,6.79E-26,0.260087322,0.283,0.207,2.37E-21,4.30E-08,0.144396187,0.252,0.207,0.001499831,0
628,Tecpr1,1.99E-09,-0.067369777,0.234,0.284,6.94E-05,1.67E-07,-0.077742628,0.246,0.284,0.005834023,0
629,Thra,7.08E-36,0.305786999,0.598,0.525,2.47E-31,1.13E-06,0.156117929,0.566,0.525,0.039434471,0
630,Tmem132b,9.72E-16,-0.111841165,0.755,0.812,3.39E-11,2.01E-14,-0.107389875,0.764,0.812,7.00E-10,1
631,Tmem132d,1.74E-105,-0.416038186,0.692,0.805,6.06E-101,3.16E-70,-0.350618541,0.712,0.805,1.10E-65,0
632,Tmem178b,3.37E-28,-0.189544654,0.81,0.853,1.18E-23,8.20E-11,-0.071513189,0.819,0.853,2.86E-06,0
633,Tmem184b,2.67E-13,-0.076082221,0.123,0.169,9.33E-09,2.04E-08,-0.07952264,0.134,0.169,0.000710797,0
634,Tmem229b,2.21E-07,-0.055745958,0.094,0.123,0.007695034,1.43E-06,-0.070594439,0.095,0.123,0.049828469,0
635,Tmem74b,2.82E-14,-0.044122675,0.017,0.039,9.83E-10,1.92E-08,-0.045051728,0.021,0.039,0.000668958,0
636,Tmod1,1.33E-07,-0.069061946,0.291,0.337,0.004644454,2.86E-09,-0.105218527,0.295,0.337,9.99E-05,1
637,Tmsb4x,7.01E-210,0.721275359,0.775,0.587,2.45E-205,3.20E-18,0.323080208,0.653,0.587,1.11E-13,0
638,Tmtc1,1.28E-39,-0.233858797,0.459,0.562,4.47E-35,9.66E-15,-0.121032569,0.503,0.562,3.37E-10,0
639,Tnfrsf11a,6.42E-07,-0.04477973,0.067,0.092,0.02240161,5.63E-09,-0.065186325,0.062,0.092,0.000196258,0
640,Tnik,1.48E-33,-0.171116815,0.854,0.899,5.16E-29,1.89E-09,-0.075983158,0.859,0.899,6.58E-05,0
641,Tnr,1.13E-34,0.219266783,0.83,0.814,3.94E-30,1.02E-10,0.169477771,0.814,0.814,3.57E-06,0
642,Tnrc6c,2.00E-32,-0.171145626,0.834,0.887,6.99E-28,1.16E-06,-0.056824288,0.851,0.887,0.040278211,0
643,Tom1l2,8.48E-14,-0.116790276,0.589,0.653,2.96E-09,3.52E-10,-0.090685399,0.613,0.653,1.23E-05,0
644,Tpt1,1.80E-108,0.533322373,0.556,0.385,6.29E-104,1.49E-14,0.299443214,0.454,0.385,5.21E-10,0
645,Trank1,1.60E-30,-0.186128913,0.687,0.759,5.57E-26,3.45E-12,-0.122052429,0.72,0.759,1.20E-07,0
646,Trhde,6.97E-39,-0.241613201,0.38,0.508,2.43E-34,7.71E-31,-0.220080214,0.394,0.508,2.69E-26,0
647,Trim35,2.40E-29,-0.189855858,0.449,0.546,8.36E-25,3.82E-33,-0.231537707,0.46,0.546,1.33E-28,0
648,Trio,2.41E-15,-0.104289671,0.725,0.78,8.40E-11,3.69E-12,-0.092345886,0.741,0.78,1.29E-07,0
649,Trp53bp1,1.96E-15,-0.129221341,0.294,0.363,6.84E-11,2.70E-11,-0.106442908,0.311,0.363,9.42E-07,0
650,Trpm4,4.22E-28,-0.133145191,0.083,0.145,1.47E-23,6.40E-08,-0.070006667,0.111,0.145,0.002232317,1
651,Trps1,3.41E-12,-0.119184466,0.388,0.449,1.19E-07,1.57E-08,-0.073274041,0.397,0.449,0.000547294,0
652,Tspan5,9.33E-23,-0.152949321,0.823,0.878,3.25E-18,4.25E-12,-0.086739231,0.833,0.878,1.48E-07,0
653,Tspoap1,1.39E-35,-0.217052404,0.447,0.551,4.85E-31,1.12E-13,-0.133695784,0.498,0.551,3.91E-09,0
654,Tspyl4,1.01E-88,0.484408792,0.555,0.415,3.52E-84,2.18E-13,0.231514685,0.481,0.415,7.62E-09,0
655,Ttc7b,2.38E-22,-0.154483199,0.608,0.684,8.28E-18,4.10E-08,-0.069497882,0.646,0.684,0.001427818,0
656,Tuba1a,1.00E-161,0.638572953,0.705,0.537,3.49E-157,7.33E-16,0.293352428,0.599,0.537,2.55E-11,0
657,Tuba1b,1.03E-83,0.446369694,0.401,0.251,3.60E-79,5.84E-12,0.214644306,0.31,0.251,2.04E-07,0
658,Tubb5,2.34E-103,0.493483488,0.463,0.296,8.15E-99,2.18E-07,0.158180167,0.344,0.296,0.007617702,0
659,Tulp3,1.24E-09,-0.079694449,0.172,0.216,4.31E-05,2.21E-07,-0.095504527,0.18,0.216,0.007704721,0
660,Ubb,4.72E-158,0.613534146,0.716,0.553,1.65E-153,2.74E-09,0.25124454,0.599,0.553,9.55E-05,0
661,Ube2o,3.20E-07,-0.056594673,0.308,0.353,0.011163354,1.15E-10,-0.090054497,0.303,0.353,4.00E-06,0
662,Ube2ql1,5.62E-07,0.135935661,0.259,0.225,0.019602149,1.15E-10,-0.090415956,0.18,0.225,4.03E-06,0
663,Uck2,2.07E-14,-0.095714659,0.178,0.233,7.22E-10,2.09E-07,-0.088933189,0.197,0.233,0.007292584,0
664,Unc45a,2.95E-08,-0.057053215,0.112,0.145,0.001028781,7.27E-13,-0.102310428,0.102,0.145,2.53E-08,0
665,Unc5d,2.97E-36,-0.353077869,0.589,0.662,1.04E-31,7.88E-07,-0.06761407,0.614,0.662,0.02748441,0
666,Upp2,1.37E-13,-0.108516245,0.625,0.684,4.79E-09,3.50E-11,0.166870007,0.713,0.684,1.22E-06,0
667,Uqcr11,3.47E-54,0.323218225,0.246,0.138,1.21E-49,7.63E-07,0.141313668,0.173,0.138,0.026600662,0
668,Uqcrb,6.57E-69,0.37197318,0.28,0.154,2.29E-64,5.26E-08,0.148726697,0.194,0.154,0.001834479,0
669,Uqcrfs1,2.05E-40,0.265124269,0.216,0.129,7.13E-36,2.42E-09,0.147151558,0.169,0.129,8.45E-05,0
670,Usp28,3.31E-19,-0.120647713,0.166,0.231,1.15E-14,3.56E-12,-0.123168459,0.182,0.231,1.24E-07,0
671,Usp43,1.61E-20,-0.076265086,0.041,0.081,5.62E-16,4.63E-11,-0.058099213,0.05,0.081,1.62E-06,0
672,Uvrag,1.18E-18,-0.131845283,0.455,0.531,4.13E-14,1.36E-06,-0.064829755,0.496,0.531,0.047435468,0
673,Vash1,4.96E-12,-0.095202001,0.124,0.167,1.73E-07,1.11E-06,-0.073293883,0.136,0.167,0.038566271,0
674,Vdac2,5.62E-39,0.32157616,0.339,0.242,1.96E-34,1.28E-09,0.203841335,0.291,0.242,4.48E-05,0
675,Vgll4,5.53E-21,-0.164394801,0.264,0.338,1.93E-16,2.52E-09,-0.113317756,0.296,0.338,8.78E-05,0
676,Vps28,7.70E-29,0.200971492,0.193,0.122,2.69E-24,4.82E-08,0.097129238,0.158,0.122,0.001681475,0
677,Vps37d,4.82E-29,-0.138150075,0.125,0.2,1.68E-24,7.32E-09,-0.086569611,0.16,0.2,0.000255106,0
678,Wdfy3,2.01E-12,-0.093637272,0.601,0.669,7.00E-08,2.13E-11,-0.100171425,0.621,0.669,7.44E-07,0
679,Wnk2,1.81E-15,-0.133308451,0.552,0.625,6.30E-11,2.05E-08,-0.089269894,0.585,0.625,0.000714947,0
680,Wnt9a,3.67E-21,-0.118430961,0.109,0.168,1.28E-16,1.40E-09,-0.090424701,0.129,0.168,4.88E-05,2
681,Xkr6,6.33E-27,-0.192739035,0.488,0.578,2.21E-22,6.25E-13,-0.150252931,0.528,0.578,2.18E-08,0
682,Xkr7,2.31E-07,-0.043727585,0.033,0.052,0.00806148,1.80E-09,-0.063924785,0.03,0.052,6.26E-05,0
683,Xlr3b,2.89E-09,-0.027153765,0.008,0.02,0.000100867,3.51E-08,-0.030957409,0.008,0.02,0.001225286,0
684,Xylt1,3.07E-15,-0.145161285,0.582,0.66,1.07E-10,9.49E-15,-0.137467665,0.597,0.66,3.31E-10,0
685,Ywhab,4.10E-110,0.516590596,0.556,0.394,1.43E-105,4.88E-07,0.189989223,0.441,0.394,0.017005392,0
686,Ywhag,3.36E-22,0.241307834,0.668,0.634,1.17E-17,1.62E-13,-0.087167086,0.581,0.634,5.64E-09,0
687,Zbtb16,8.63E-11,-0.112869349,0.335,0.393,3.01E-06,2.61E-13,-0.175122231,0.337,0.393,9.09E-09,1
688,Zdhhc18,8.72E-08,-0.072980032,0.147,0.183,0.003040734,7.25E-09,-0.091637947,0.145,0.183,0.000252747,0
689,Zdhhc8,3.13E-25,-0.157016562,0.25,0.335,1.09E-20,4.54E-23,-0.168259,0.256,0.335,1.58E-18,2
690,Zfp335os,2.73E-11,-0.078669037,0.109,0.148,9.51E-07,2.91E-08,-0.077494409,0.114,0.148,0.001013235,0
691,Zfp362,3.47E-15,-0.080073894,0.096,0.143,1.21E-10,9.14E-07,-0.069204128,0.113,0.143,0.031878979,0
692,Zfp385b,3.23E-08,-0.047076123,0.665,0.731,0.001125234,2.67E-13,-0.123702767,0.669,0.731,9.30E-09,0
693,Zfp407,2.38E-16,-0.135716388,0.459,0.529,8.28E-12,1.02E-11,-0.092944363,0.48,0.529,3.55E-07,0
694,Zfp46,4.46E-117,-0.376102073,0.156,0.327,1.55E-112,1.66E-07,-0.101467984,0.29,0.327,0.005798175,2
695,Zfp523,1.25E-11,-0.081196368,0.182,0.233,4.35E-07,2.73E-08,-0.085608493,0.194,0.233,0.000951105,0
696,Zfp804b,4.58E-63,-0.532255557,0.357,0.497,1.60E-58,5.34E-18,-0.177714337,0.416,0.497,1.86E-13,0
697,Zfp973,1.16E-08,-0.043263632,0.045,0.068,0.000405989,3.44E-07,-0.048591738,0.046,0.068,0.011993307,0
698,Zfyve28,1.10E-57,-0.287813479,0.446,0.571,3.84E-53,2.47E-17,-0.163442245,0.515,0.571,8.61E-13,0
699,Zranb2,6.72E-63,-0.240634542,0.775,0.865,2.34E-58,2.02E-31,-0.179199883,0.802,0.865,7.05E-27,0
