"","SYMBOL","ENSEMBL","ENTREZID"
"1182","Cpt1c","ENSMUSG00000007783","78070"
"1184","Ssu72","ENSMUSG00000029038","68991"
"1185","Prune2","ENSMUSG00000039126","353211"
"1186","Apc","ENSMUSG00000005871","11789"
"1187","Pgp","ENSMUSG00000043445","67078"
"1188","Sez6l2","ENSMUSG00000030683","233878"
"1189","Fnbp1l","ENSMUSG00000039735","214459"
"1190","Suclg1","ENSMUSG00000052738","56451"
"1191","Tcf12","ENSMUSG00000032228","21406"
"1193","Ipcef1","ENSMUSG00000064065","320495"
"1194","Gbe1","ENSMUSG00000022707","74185"
"1195","Rpl36","ENSMUSG00000057863","54217"
"1196","Banf1","ENSMUSG00000024844","23825"
"1197","Hsd3b2","ENSMUSG00000063730","15493"
"1198","Gabarapl2","ENSMUSG00000031950","93739"
"1199","Tmem165","ENSMUSG00000029234","21982"
"1200","Kmt2a","ENSMUSG00000002028","214162"
"1201","Il17re","ENSMUSG00000043088","57890"
"1203","Tm9sf3","ENSMUSG00000025016","107358"
"1204","Bzw1","ENSMUSG00000051223","66882"
"1205","Zfp40","ENSMUSG00000002617","22700"
"1206","Dek","ENSMUSG00000021377","110052"
"1208","Brca2","ENSMUSG00000041147","12190"
"1209","Rars2","ENSMUSG00000028292","109093"
"1210","Nr6a1","ENSMUSG00000063972","14536"
"1211","Cbarp","ENSMUSG00000035640","100503659"
"1212","Trpm3","ENSMUSG00000052387","226025"
"1213","AI115009","ENSMUSG00000097745","99542"
"1214","Grpel1","ENSMUSG00000029198","17713"
"1215","Dennd4c","ENSMUSG00000038024","329877"
"1216","Rab30","ENSMUSG00000030643","75985"
"1218","Dpp10","ENSMUSG00000036815","269109"
"1219","Dhdds","ENSMUSG00000012117","67422"
"1220","Gstz1","ENSMUSG00000021033","14874"
"1221","Ppa1","ENSMUSG00000020089","67895"
"1222","Cuta","ENSMUSG00000024194","67675"
"1223","Srrm4","ENSMUSG00000063919","68955"
"1224","Sowaha","ENSMUSG00000044352","237761"
"1225","Tbc1d23","ENSMUSG00000022749","67581"
"1226","Zmiz1","ENSMUSG00000007817","328365"
"1227","Mettl24","ENSMUSG00000045555","327747"
"1228","Sec24d","ENSMUSG00000039234","69608"
"1230","Stpg2","ENSMUSG00000047940","381476"
"1231","Gtf2h5","ENSMUSG00000034345","66467"
"1232","Mrps12","ENSMUSG00000045948","24030"
"1233","Rnf180","ENSMUSG00000021720","71816"
"1237","Ensa","ENSMUSG00000038619","56205"
"1238","Xrcc5","ENSMUSG00000026187","22596"
"1239","Trim2","ENSMUSG00000027993","80890"
"1240","Clybl","ENSMUSG00000025545","69634"
"1242","Tmem40","ENSMUSG00000059900","94346"
"1243","Atp6v0e2","ENSMUSG00000039347","76252"
"1244","Psmc2","ENSMUSG00000028932","19181"
"1245","Nsrp1","ENSMUSG00000037958","237859"
"1246","Soga3","ENSMUSG00000038916","67412"
"1247","Glis1","ENSMUSG00000034762","230587"
"1248","Rccd1","ENSMUSG00000038930","269955"
"1249","Cacna2d1","ENSMUSG00000040118","12293"
"1251","Cntn1","ENSMUSG00000055022","12805"
"1252","Rnf207","ENSMUSG00000058498","433809"
"1253","Rbks","ENSMUSG00000029136","71336"
"1254","Galntl6","ENSMUSG00000096914","270049"
"1255","Tesc","ENSMUSG00000029359","57816"
"1256","Gnb2","ENSMUSG00000029713","14693"
"1257","Ewsr1","ENSMUSG00000009079","14030"
"1260","Lrrc8d","ENSMUSG00000046079","231549"
"1262","Fxyd7","ENSMUSG00000036578","57780"
"1263","Bnip3l","ENSMUSG00000022051","12177"
"1264","Cct5","ENSMUSG00000022234","12465"
"1265","Gabbr1","ENSMUSG00000024462","54393"
"1267","Klf9","ENSMUSG00000033863","16601"
"1268","Ube2b","ENSMUSG00000020390","22210"
"1269","Arhgap17","ENSMUSG00000030766","70497"
"1270","Lrrc63","ENSMUSG00000021997","70859"
"1271","Hpca","ENSMUSG00000028785","15444"
"1275","4931406C07Rik","ENSMUSG00000031938","70984"
"1276","Ccsap","ENSMUSG00000031971","73420"
"1277","Ptpn4","ENSMUSG00000026384","19258"
"1278","Fzd3","ENSMUSG00000007989","14365"
"1279","Sec61b","ENSMUSG00000053317","66212"
"1280","Tjp1","ENSMUSG00000030516","21872"
"1281","Dcaf17","ENSMUSG00000041966","75763"
"1282","Cep192","ENSMUSG00000024542","70799"
"1283","Rtraf","ENSMUSG00000021807","68045"
"1287","Srp9","ENSMUSG00000026511","27058"
"1288","Penk","ENSMUSG00000045573","18619"
"1289","Ackr1","ENSMUSG00000037872","13349"
"1290","Vwa5b2","ENSMUSG00000046613","328643"
"1291","Greb1l","ENSMUSG00000042942","381157"
"1292","Eno1","ENSMUSG00000063524","13806"
"1293","Ercc6l2","ENSMUSG00000021470","76251"
"1294","Ammecr1l","ENSMUSG00000041915","225339"
"1295","Upp2","ENSMUSG00000026839","76654"
"1296","Tubb3","ENSMUSG00000062380","22152"
"1297","Cmss1","ENSMUSG00000022748","66497"
"1298","Aimp1","ENSMUSG00000028029","13722"
"1299","Sirpa","ENSMUSG00000037902","19261"
"1301","Chordc1","ENSMUSG00000001774","66917"
"1302","Nsg2","ENSMUSG00000020297","18197"
"1303","Dock7","ENSMUSG00000028556","67299"
"1305","Rpl15","ENSMUSG00000012405","66480"
"1306","Cep295","ENSMUSG00000046111","319675"
"1308","Ranbp1","ENSMUSG00000005732","19385"
"1309","Timm10","ENSMUSG00000027076","30059"
"1310","Kcnq3","ENSMUSG00000056258","110862"
"1312","4930505A04Rik","ENSMUSG00000040919","75087"
"1314","Hnrnpa2b1","ENSMUSG00000004980","53379"
"1315","Tspan3","ENSMUSG00000032324","56434"
"1316","Cyren","ENSMUSG00000046806","78412"
"1317","Atg101","ENSMUSG00000037204","68118"
"1318","Akirin2","ENSMUSG00000028291","433693"
"1319","4933424G06Rik","ENSMUSG00000102416","71166"
"1320","Faf1","ENSMUSG00000010517","14084"
"1321","Ipo11","ENSMUSG00000042590","76582"
"1322","Marchf10","ENSMUSG00000078627","632687"
"1323","Rpl35","ENSMUSG00000062997","66489"
"1325","Nek9","ENSMUSG00000034290","217718"
"1326","Rac1","ENSMUSG00000001847","19353"
"1327","Myef2","ENSMUSG00000027201","17876"
"1328","Blm","ENSMUSG00000030528","12144"
"1329","Gm14634","ENSMUSG00000085891","552913"
"1330","B3galnt2","ENSMUSG00000039242","97884"
"1331","Kcnb1","ENSMUSG00000050556","16500"
"1332","Evi5","ENSMUSG00000011831","14020"
"1333","Capn2","ENSMUSG00000026509","12334"
"1334","Ube2q1","ENSMUSG00000042572","70093"
"1335","Hspa1b","ENSMUSG00000090877","15511"
"1338","Hnrnpa0","ENSMUSG00000007836","77134"
"1339","Abhd18","ENSMUSG00000037818","269423"
"1340","Nedd4","ENSMUSG00000032216","17999"
"1341","Aldh1a1","ENSMUSG00000053279","11668"
"1342","Cacng8","ENSMUSG00000053395","81905"
"1343","Pdia4","ENSMUSG00000025823","12304"
"1344","Prodh","ENSMUSG00000003526","19125"
"1346","C1qbp","ENSMUSG00000018446","12261"
"1347","Pdxp","ENSMUSG00000116165","57028"
"1348","Rgl1","ENSMUSG00000026482","19731"
"1349","Ackr4","ENSMUSG00000079355","252837"
"1350","A930037H05Rik","ENSMUSG00000109408","78439"
"1351","Rnf208","ENSMUSG00000044628","68846"
"1352","Stard6","ENSMUSG00000079608","170461"
"1353","Krcc1","ENSMUSG00000053012","57896"
"1355","Slc4a10","ENSMUSG00000026904","94229"
"1356","Zbtb25","ENSMUSG00000056459","109929"
"1358","Colgalt1","ENSMUSG00000034807","234407"
"1359","Ier5l","ENSMUSG00000089762","72500"
"1360","Dancr","ENSMUSG00000106943","70036"
"1361","Ier3","ENSMUSG00000003541","15937"
"1363","Ago3","ENSMUSG00000028842","214150"
"1364","Hpgds","ENSMUSG00000029919","54486"
"1365","Tmem186","ENSMUSG00000043140","66690"
"1366","Cplx1","ENSMUSG00000033615","12889"
"1367","Cdkl2","ENSMUSG00000029403","53886"
"1368","Ebp","ENSMUSG00000031168","13595"
"1369","Ccdc25","ENSMUSG00000022035","67179"
"1370","Thy1","ENSMUSG00000032011","21838"
"1371","Tcp1","ENSMUSG00000068039","21454"
"1372","Zgrf1","ENSMUSG00000051278","71643"
"1373","Anp32e","ENSMUSG00000015749","66471"
"1374","Cited2","ENSMUSG00000039910","17684"
"1375","Tmem117","ENSMUSG00000063296","320709"
"1376","Emc4","ENSMUSG00000027131","68032"
"1377","Calb1","ENSMUSG00000028222","12307"
"1378","Psmd12","ENSMUSG00000020720","66997"
"1379","P4ha1","ENSMUSG00000019916","18451"
"1380","Pgrmc2","ENSMUSG00000049940","70804"
"1381","St13","ENSMUSG00000022403","70356"
"1382","Neto2","ENSMUSG00000036902","74513"
"1383","Arsg","ENSMUSG00000020604","74008"
"1384","Psip1","ENSMUSG00000028484","101739"
"1385","Cdhr3","ENSMUSG00000035860","68764"
"1386","Rheb","ENSMUSG00000028945","19744"
"1388","Wdfy4","ENSMUSG00000051506","545030"
"1389","Tbc1d19","ENSMUSG00000039178","67249"
"1390","Pttg1","ENSMUSG00000020415","30939"
"1391","Zswim7","ENSMUSG00000014243","69747"
"1392","Klhdc9","ENSMUSG00000045259","68874"
"1393","Nars2","ENSMUSG00000018995","244141"
"1394","Cct4","ENSMUSG00000007739","12464"
"1395","Arhgap31","ENSMUSG00000022799","12549"
"1396","Fhitos","ENSMUSG00000089833","547334"
"1397","Brat1","ENSMUSG00000000148","231841"
"1398","Zmat1","ENSMUSG00000052676","215693"
"1399","Uqcc2","ENSMUSG00000024208","67267"
"1400","Peds1","ENSMUSG00000090213","407243"
"1401","Coq8b","ENSMUSG00000003762","76889"
"1402","Med19","ENSMUSG00000027080","381379"
"1403","Eid2","ENSMUSG00000046058","386655"
"1404","Atxn7l1","ENSMUSG00000020564","380753"
"1405","Bhlhe22","ENSMUSG00000025128","59058"
"1406","Mecr","ENSMUSG00000028910","26922"
"1407","4932441J04Rik","ENSMUSG00000097216","319216"
"1408","Atxn7l3","ENSMUSG00000059995","217218"
"1409","2900005J15Rik","ENSMUSG00000043833","67261"
"1410","Ar","ENSMUSG00000046532","11835"
"1411","Cyth2","ENSMUSG00000003269","19158"
"1412","Saraf","ENSMUSG00000031532","67887"
"1413","Jak2","ENSMUSG00000024789","16452"
"1414","Tpk1","ENSMUSG00000029735","29807"
"1415","Cggbp1","ENSMUSG00000054604","106143"
"1416","Frmd3","ENSMUSG00000049122","242506"
"1418","Tmem33","ENSMUSG00000037720","67878"
"1419","Csrnp3","ENSMUSG00000044647","77771"
"1420","Polr3e","ENSMUSG00000030880","26939"
"1421","Lrp4","ENSMUSG00000027253","228357"
"1422","Pdxk","ENSMUSG00000032788","216134"
"1423","Csnk1e","ENSMUSG00000022433","27373"
"1425","Slc5a3","ENSMUSG00000089774","53881"
"1426","Abcf1","ENSMUSG00000038762","224742"
"1427","Cnih2","ENSMUSG00000024873","12794"
"1428","Vmn2r87","ENSMUSG00000091511","625131"
"1429","Hfm1","ENSMUSG00000043410","330149"
"1430","Atp1a3","ENSMUSG00000040907","232975"
"1431","Letm2","ENSMUSG00000037363","270035"
"1432","Cables1","ENSMUSG00000040957","63955"
"1435","Amer2","ENSMUSG00000021986","72125"
"1437","Fbxl17","ENSMUSG00000023965","50758"
"1438","Tdrd5","ENSMUSG00000060985","214575"
"1439","Dynlt2a2","ENSMUSG00000079710","100041639"
"1440","Fut2","ENSMUSG00000055978","14344"
"1441","Mta3","ENSMUSG00000055817","116871"
"1442","Fbxo16","ENSMUSG00000034532","50759"
"1444","Mypn","ENSMUSG00000020067","68802"
"1445","3830406C13Rik","ENSMUSG00000033111","218734"
"1446","Pfkfb3","ENSMUSG00000026773","170768"
"1447","Plaa","ENSMUSG00000028577","18786"
"1448","Rbm28","ENSMUSG00000029701","68272"
"1449","Golga5","ENSMUSG00000021192","27277"
"1450","Parn","ENSMUSG00000022685","74108"
"1451","Ndufa1","ENSMUSG00000016427","54405"
"1452","Pgap2","ENSMUSG00000030990","233575"
"1453","Gpr162","ENSMUSG00000038390","14788"
"1454","Coro1a","ENSMUSG00000030707","12721"
"1455","Arrdc1","ENSMUSG00000026972","215705"
"1456","Gkap1","ENSMUSG00000021552","56278"
"1457","Fosb","ENSMUSG00000003545","14282"
"1458","Faim2","ENSMUSG00000023011","72393"
"1459","Eef1a2","ENSMUSG00000016349","13628"
"1461","Terb1","ENSMUSG00000052616","320022"
"1463","Dbpht2","ENSMUSG00000029878","386753"
"1464","Cdipt","ENSMUSG00000030682","52858"
"1465","Wdr19","ENSMUSG00000037890","213081"
"1466","Emc6","ENSMUSG00000047260","66048"
"1467","Fancm","ENSMUSG00000055884","104806"
"1468","Ing1","ENSMUSG00000045969","26356"
"1470","Epm2aip1","ENSMUSG00000046785","77781"
"1471","Arl6ip5","ENSMUSG00000035199","65106"
"1472","Mettl7a1","ENSMUSG00000054619","70152"
"1473","Lrrc4c","ENSMUSG00000050587","241568"
"1474","Exoc4","ENSMUSG00000029763","20336"
"1475","Timp3","ENSMUSG00000020044","21859"
"1476","Gpr45","ENSMUSG00000041907","93690"
"1478","Ankrd24","ENSMUSG00000054708","70615"
"1479","Tmem131","ENSMUSG00000026116","56030"
"1480","Rskr","ENSMUSG00000037593","216976"
"1481","Camkk1","ENSMUSG00000020785","55984"
"1482","Zcwpw2","ENSMUSG00000032443","100039681"
"1483","Spata16","ENSMUSG00000039335","70862"
"1484","Efcab7","ENSMUSG00000073791","230500"
"1485","Med15","ENSMUSG00000012114","94112"
"1486","Zfp423","ENSMUSG00000045333","94187"
"1487","Gm12216","ENSMUSG00000081769","622459"
"1488","Fam120c","ENSMUSG00000025262","207375"
"1490","Rab31","ENSMUSG00000056515","106572"
"1491","Srp14","ENSMUSG00000009549","20813"
"1493","Polr1d","ENSMUSG00000029642","20018"
"1495","Rtl4","ENSMUSG00000071679","619287"
"1496","Prpf19","ENSMUSG00000024735","28000"
"1497","Ccdc15","ENSMUSG00000034303","245902"
"1499","Zbtb7c","ENSMUSG00000044646","207259"
"1500","Eif5b","ENSMUSG00000026083","226982"
"1501","Tm2d2","ENSMUSG00000031556","69742"
"1502","Acad10","ENSMUSG00000029456","71985"
"1503","Stx1b","ENSMUSG00000030806","56216"
"1504","Garin5a","ENSMUSG00000051113","75538"
"1505","Cfdp1","ENSMUSG00000031954","23837"
"1506","Hsd17b10","ENSMUSG00000025260","15108"
"1507","Lama2","ENSMUSG00000019899","16773"
"1509","Ing2","ENSMUSG00000063049","69260"
"1510","Robo3","ENSMUSG00000032128","19649"
"1512","Pabpc1","ENSMUSG00000022283","18458"
"1513","B4galnt4","ENSMUSG00000055629","330671"
"1514","Cntn6","ENSMUSG00000030092","53870"
"1515","Invs","ENSMUSG00000028344","16348"
"1516","Pea15a","ENSMUSG00000013698","18611"
"1517","Gatb","ENSMUSG00000028085","229487"
"1518","Ccnb1","ENSMUSG00000041431","268697"
"1519","Pcsk2os2","ENSMUSG00000087115","378775"
"1520","Zmynd12","ENSMUSG00000070806","332934"
"1521","Hnrnpul2","ENSMUSG00000071659","68693"
"1522","Rps28","ENSMUSG00000067288","54127"
"1523","Btf3l4","ENSMUSG00000028568","70533"
"1524","Ndufa3","ENSMUSG00000035674","66091"
"1525","Sdhb","ENSMUSG00000009863","67680"
"1526","Dmac2","ENSMUSG00000057229","66349"
"1527","Nat8l","ENSMUSG00000048142","269642"
"1528","Fam32a","ENSMUSG00000003039","67922"
"1529","Fbxo8","ENSMUSG00000038206","50753"
"1530","Snx29","ENSMUSG00000071669","74478"
"1531","Dnah14","ENSMUSG00000047369","240960"
"1532","Smyd3","ENSMUSG00000055067","69726"
"1533","Zfp157","ENSMUSG00000036898","72154"
"1534","Alg2","ENSMUSG00000039740","56737"
"1535","Lpcat2","ENSMUSG00000033192","270084"
"1536","Pskh1","ENSMUSG00000048310","244631"
"1537","Uqcrc2","ENSMUSG00000030884","67003"
"1539","Wdr61","ENSMUSG00000061559","66317"
"1540","Eftud2","ENSMUSG00000020929","20624"
"1541","Etv4","ENSMUSG00000017724","18612"
"1542","Fam104a","ENSMUSG00000041629","28081"
"1543","Slc44a5","ENSMUSG00000028360","242259"
"1544","Apba2","ENSMUSG00000030519","11784"
"1545","Kctd18","ENSMUSG00000054770","51960"
"1546","Galk2","ENSMUSG00000027207","69976"
"1547","Ube2k","ENSMUSG00000029203","53323"
"1548","A230077H06Rik","ENSMUSG00000100600","320210"
"1549","Zcchc17","ENSMUSG00000028772","619605"
"1550","Jund","ENSMUSG00000071076","16478"
"1551","Mier1","ENSMUSG00000028522","71148"
"1552","Rabgap1","ENSMUSG00000035437","227800"
"1553","Itgb3bp","ENSMUSG00000028549","67733"
"1554","Dnajc13","ENSMUSG00000032560","235567"
"1555","Gm10125","ENSMUSG00000063087","791318"
"1557","Mcm8","ENSMUSG00000027353","66634"
"1558","Gns","ENSMUSG00000034707","75612"
"1560","Ddo","ENSMUSG00000063428","70503"
"1561","Tarbp2","ENSMUSG00000023051","21357"
"1565","Mtm1","ENSMUSG00000031337","17772"
"1566","Hacd1","ENSMUSG00000063275","30963"
"1567","Cdh11","ENSMUSG00000031673","12552"
"1568","Sanbr","ENSMUSG00000042208","71675"
"1569","1810037I17Rik","ENSMUSG00000054091","67704"
"1570","Pspc1","ENSMUSG00000021938","66645"
"1572","Rsad1","ENSMUSG00000039096","237926"
"1573","Gstcd","ENSMUSG00000028018","67553"
"1574","Psma6","ENSMUSG00000021024","26443"
"1576","Vapa","ENSMUSG00000024091","30960"
"1577","Mast2","ENSMUSG00000003810","17776"
"1578","Rnf11","ENSMUSG00000028557","29864"
"1579","Med28","ENSMUSG00000015804","66999"
"1580","Zbtb7a","ENSMUSG00000035011","16969"
"1581","Rgs22","ENSMUSG00000037627","626596"
"1582","Neil1","ENSMUSG00000032298","72774"
"1583","Ybx1","ENSMUSG00000028639","22608"
"1584","Nek11","ENSMUSG00000035032","208583"
"1585","Sybu","ENSMUSG00000022340","319613"
"1586","Fkbp4","ENSMUSG00000030357","14228"
"1587","Npas4","ENSMUSG00000045903","225872"
"1589","Pced1b","ENSMUSG00000044250","239647"
"1590","Eif3g","ENSMUSG00000070319","53356"
"1592","Txnl4a","ENSMUSG00000057130","27366"
"1593","Txnl4a","ENSMUSG00000024571","27366"
"1594","Cfap47","ENSMUSG00000073077","636104"
"1595","Glrx2","ENSMUSG00000018196","69367"
"1596","Rab42","ENSMUSG00000089687","242681"
"1597","Sat2","ENSMUSG00000069835","69215"
"1598","2610316D01Rik","ENSMUSG00000097040","72511"
"1599","Ppp3cc","ENSMUSG00000022092","19057"
"1601","Frmd4b","ENSMUSG00000030064","232288"
"1603","Cfap70","ENSMUSG00000039543","76670"
"1604","Klf10","ENSMUSG00000037465","21847"
"1605","Lrguk","ENSMUSG00000056215","74354"
"1606","Efhd2","ENSMUSG00000040659","27984"
"1607","Gas2","ENSMUSG00000030498","14453"
"1608","Ubald1","ENSMUSG00000039568","207740"
"1609","Uchl1os","ENSMUSG00000087601","101202684"
"1610","Tmem218","ENSMUSG00000032121","66279"
"1611","Castor2","ENSMUSG00000015944","80909"
"1612","Cblb","ENSMUSG00000022637","208650"
"1613","Armh3","ENSMUSG00000039901","71617"
"1614","Adgrb3","ENSMUSG00000033569","210933"
"1615","Cxxc5","ENSMUSG00000046668","67393"
"1616","Ankrd63","ENSMUSG00000078137","383787"
"1617","Srp19","ENSMUSG00000014504","66384"
"1618","Npcd","ENSMUSG00000089837","504193"
"1619","Rasd2","ENSMUSG00000034472","75141"
"1621","Trpc3","ENSMUSG00000027716","22065"
"1622","Tmem241","ENSMUSG00000049411","338363"
"1623","Adra1a","ENSMUSG00000045875","11549"
"1625","Rbm8a","ENSMUSG00000038374","60365"
"1628","Plch2","ENSMUSG00000029055","269615"
"1629","Mllt10","ENSMUSG00000026743","17354"
"1630","Fscn1","ENSMUSG00000029581","14086"
"1631","Cct3","ENSMUSG00000001416","12462"
"1632","Ddn","ENSMUSG00000059213","13199"
"1633","Macrod2","ENSMUSG00000068205","72899"
"1634","Lypla2","ENSMUSG00000028670","26394"
"1635","Kcnj3","ENSMUSG00000026824","16519"
"1636","Agk","ENSMUSG00000029916","69923"
"1637","Nfkb2","ENSMUSG00000025225","18034"
"1640","Arf4","ENSMUSG00000021877","11843"
"1641","Grm7","ENSMUSG00000056755","108073"
"1642","Memo1","ENSMUSG00000058704","76890"
"1643","Znrf3","ENSMUSG00000041961","407821"
"1644","Sumo1","ENSMUSG00000026021","22218"
"1645","Pdcd11","ENSMUSG00000025047","18572"
"1646","Zfand5","ENSMUSG00000024750","22682"
"1647","Cry1","ENSMUSG00000020038","12952"
"1648","Bend6","ENSMUSG00000042182","320705"
"1649","Mtx3","ENSMUSG00000021704","382793"
"1650","Uvssa","ENSMUSG00000037355","71101"
"1653","Trib1","ENSMUSG00000032501","211770"
"1654","Pcdh9","ENSMUSG00000055421","211712"
"1657","A830019P07Rik","ENSMUSG00000094707","329056"
"1658","Emd","ENSMUSG00000001964","13726"
"1659","Dcaf8","ENSMUSG00000026554","98193"
"1660","Akap5","ENSMUSG00000021057","238276"
"1661","Cmc2","ENSMUSG00000014633","66531"
"1662","Akap11","ENSMUSG00000022016","219181"
"1663","4930428E07Rik","ENSMUSG00000112967","73867"
"1664","Prss36","ENSMUSG00000070371","77613"
"1665","Ubb-ps","ENSMUSG00000044285","218963"
"1666","Ermn","ENSMUSG00000026830","77767"
"1667","Kcnq5","ENSMUSG00000028033","226922"
"1668","Sv2a","ENSMUSG00000038486","64051"
"1669","Rnf13","ENSMUSG00000036503","24017"
"1670","Rasgrp1","ENSMUSG00000027347","19419"
"1671","Dmtf1","ENSMUSG00000042508","23857"
"1672","Ubr1","ENSMUSG00000027272","22222"
"1673","Zfp512","ENSMUSG00000062761","269639"
"1674","Tet1","ENSMUSG00000047146","52463"
"1675","Cbln2","ENSMUSG00000024647","12405"
"1676","6330415G19Rik","ENSMUSG00000117322","320020"
"1677","Mat2a","ENSMUSG00000053907","232087"
"1678","Cc2d2a","ENSMUSG00000039765","231214"
"1679","Slit1","ENSMUSG00000025020","20562"
"1680","Crppa","ENSMUSG00000043153","75847"
"1681","Recql5","ENSMUSG00000020752","170472"
"1682","Dnm1","ENSMUSG00000026825","13429"
"1683","Umps","ENSMUSG00000022814","22247"
"1684","Smc1a","ENSMUSG00000041133","24061"
"1686","Ptges3","ENSMUSG00000071072","56351"
"1687","Ahsa1","ENSMUSG00000021037","217737"
"1688","Oprm1","ENSMUSG00000000766","18390"
"1689","Ppp3ca","ENSMUSG00000028161","19055"
"1690","Arhgef33","ENSMUSG00000054901","381112"
"1691","Rfx7","ENSMUSG00000037674","319758"
"1692","Pkhd1","ENSMUSG00000043760","241035"
"1693","Carf","ENSMUSG00000026017","241066"
"1695","Hgf","ENSMUSG00000028864","15234"
"1696","Sumf2","ENSMUSG00000025538","67902"
"1697","Mllt11","ENSMUSG00000053192","56772"
"1698","Mapk10","ENSMUSG00000046709","26414"
"1699","Tia1","ENSMUSG00000071337","21841"
"1700","Cabcoco1","ENSMUSG00000019945","73287"
"1701","Scn1b","ENSMUSG00000019194","20266"
"1702","Ccn1","ENSMUSG00000028195","16007"
"1703","Senp8","ENSMUSG00000051705","71599"
"1704","Setd5","ENSMUSG00000034269","72895"
"1705","Pex7","ENSMUSG00000020003","18634"
"1706","Tdrd3","ENSMUSG00000022019","219249"
"1707","Idua","ENSMUSG00000033540","15932"
"1708","Eif3j1","ENSMUSG00000027236","78655"
"1709","Magi2","ENSMUSG00000040003","50791"
"1711","Nefh","ENSMUSG00000020396","380684"
"1712","Dlg4","ENSMUSG00000020886","13385"
"1713","Tmem198","ENSMUSG00000051703","319998"
"1714","Ccdc32","ENSMUSG00000039983","269336"
"1715","Slc25a26","ENSMUSG00000045100","67582"
"1716","Nectin1","ENSMUSG00000032012","58235"
"1717","Taf1b","ENSMUSG00000059669","21340"
"1718","Ssbp4","ENSMUSG00000070003","76900"
"1719","Trim9","ENSMUSG00000021071","94090"
"1722","Sult4a1","ENSMUSG00000018865","29859"
"1723","Bora","ENSMUSG00000022070","77744"
"1724","Spats2l","ENSMUSG00000038305","67198"
"1725","Cdk2ap2","ENSMUSG00000024856","52004"
"1726","Aaas","ENSMUSG00000036678","223921"
"1728","Gm42517","ENSMUSG00000105867","115490131"
"1729","Kras","ENSMUSG00000030265","16653"
"1730","Ndufb1","ENSMUSG00000113902","102631912"
"1731","Cntn4","ENSMUSG00000064293","269784"
"1732","Morf4l2","ENSMUSG00000031422","56397"
"1733","Ofd1","ENSMUSG00000040586","237222"
"1734","Pdp1","ENSMUSG00000049225","381511"
"1735","Ano2","ENSMUSG00000038115","243634"
"1736","Gtf2ird2","ENSMUSG00000015942","114674"
"1737","F8","ENSMUSG00000031196","14069"
"1738","Glrx5","ENSMUSG00000021102","73046"
"1739","Hdac7","ENSMUSG00000022475","56233"
"1740","Septin8","ENSMUSG00000018398","20362"
"1741","Cript","ENSMUSG00000024146","56724"
"1743","Scn2b","ENSMUSG00000070304","72821"
"1744","Zfp941","ENSMUSG00000060314","407812"
"1745","Ap2b1","ENSMUSG00000035152","71770"
"1746","Fdps","ENSMUSG00000059743","110196"
"1747","Srsf3","ENSMUSG00000071172","20383"
"1749","Pcdh8","ENSMUSG00000036422","18530"
"1751","Ift81","ENSMUSG00000029469","12589"
"1752","Tnfrsf25","ENSMUSG00000024793","85030"
"1753","Clec18a","ENSMUSG00000033633","353287"
"1754","Tent2","ENSMUSG00000042167","100715"
"1755","Primpol","ENSMUSG00000038225","408022"
"1756","Cntnap2","ENSMUSG00000039419","66797"
"1758","Zwilch","ENSMUSG00000032400","68014"
"1759","Cadm2","ENSMUSG00000064115","239857"
"1760","Ccdc62","ENSMUSG00000061882","208908"
"1761","Cd40","ENSMUSG00000017652","21939"
"1762","Gdpd3","ENSMUSG00000030703","68616"
"1763","Pou3f1","ENSMUSG00000090125","18991"
"1764","Zbed5-ps","ENSMUSG00000110424","75479"
"1765","Phlda1","ENSMUSG00000020205","21664"
"1768","Camk2n2","ENSMUSG00000051146","73047"
"1769","Kbtbd11","ENSMUSG00000055675","74901"
"1770","4930549C15Rik","ENSMUSG00000114048","75243"
"1772","Cyp4x1os","ENSMUSG00000086896","105244662"
"1773","Ppp4r4","ENSMUSG00000021209","74521"
"1775","Atp6v1b2","ENSMUSG00000006273","11966"
"1776","Celsr2","ENSMUSG00000068740","53883"
"1777","Adpgk","ENSMUSG00000025236","72141"
"1778","Pid1","ENSMUSG00000045658","98496"
"1779","Ttc38","ENSMUSG00000035944","239570"
"1780","Prpf40a","ENSMUSG00000061136","56194"
"1781","Phka1","ENSMUSG00000034055","18679"
"1782","4930486F22Rik","ENSMUSG00000112493","78170"
"1783","Parpbp","ENSMUSG00000035365","75317"
"1784","Irf9","ENSMUSG00000002325","16391"
"1785","Synj1","ENSMUSG00000022973","104015"
"1786","Gm19519","ENSMUSG00000118391","100503033"
"1787","Vps29","ENSMUSG00000029462","56433"
"1790","Gna11","ENSMUSG00000034781","14672"
"1791","Cyld","ENSMUSG00000036712","74256"
"1792","Trpm7","ENSMUSG00000027365","58800"
"1793","Hspa1a","ENSMUSG00000091971","193740"
"1794","Wdr11","ENSMUSG00000042055","207425"
"1795","Wsb2","ENSMUSG00000029364","59043"
"1796","Btg1","ENSMUSG00000036478","12226"
"1797","Marchf8","ENSMUSG00000025702","71779"
"1798","Iscu","ENSMUSG00000025825","66383"
"1799","Smyd4","ENSMUSG00000018809","319822"
"1800","Ppp1r1b","ENSMUSG00000061718","19049"
"1801","Ccdc186","ENSMUSG00000035173","213993"
"1802","Gm30092","ENSMUSG00000120707","102631866"
"1803","Praf2","ENSMUSG00000031149","54637"
