"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032271","regulation of protein polymerization","10/239","206/28943",9.04094398653261e-06,0.000871138699605578,0.000682138456301374,"Tmsb4x/Stmn1/Fmn1/Hsp90aa1/Stmn2/Cfl1/Fer/Map1b/Fchsd2/Rictor",10
"GO:0099003","vesicle-mediated transport in synapse","11/239","260/28943",1.18446555336276e-05,0.00106043541624465,0.000830365793841952,"Actb/Snap25/Rab3a/Rims1/Actg1/Grip1/Vamp2/Erc2/Magi2/Arc/Slc17a7",11
"GO:0051047","positive regulation of secretion","14/239","420/28943",1.18948707709324e-05,0.00106043541624465,0.000830365793841952,"Ppia/Dynll1/Cck/Pcp4/Snap25/Rab3a/Rtn4/Camk2n1/Prkn/Frmd4a/Cacna1b/Xbp1/Gab2/Slc6a1",14
"GO:0006457","protein folding","9/239","169/28943",1.21917962224844e-05,0.00106043541624465,0.000830365793841952,"Ppia/Hsp90ab1/Hspa8/Hspa5/Hsp90aa1/Dnaja1/Cryab/Hsph1/Pdia3",9
"GO:1901379","regulation of potassium ion transmembrane transport","7/239","93/28943",1.24255907494351e-05,0.00106043541624465,0.000830365793841952,"Atp1b1/Kcnip4/Vamp2/Kcnip1/Ywhae/Akap7/Kcnab1",7
"GO:0016358","dendrite development","12/239","315/28943",1.36277427124487e-05,0.00113072409672456,0.000885404804300027,"Ywhah/Grip1/Cfl1/Ptn/Hecw2/Grin1/Arhgap44/Ptprd/Ntrk2/Robo1/Map1b/Arc",12
"GO:0007626","locomotory behavior","11/239","266/28943",1.46513700607198e-05,0.00118280114517216,0.000926183336413069,"Snap25/Egr1/Prkn/Pbx3/Uchl1/Cacna1b/Grin1/Meis1/Ddhd2/Lsamp/Bc1",11
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","7/239","96/28943",1.53089686257922e-05,0.00120336550750635,0.000942286102119396,"Snap25/Grip1/Vamp2/Ywhae/Arhgap44/Magi2/Arc",7
"GO:0048167","regulation of synaptic plasticity","13/239","378/28943",1.76428753624033e-05,0.00135126330019228,0.00105809633077625,"Nrgn/Snap25/Rab3a/Egr1/Rims1/Cfl1/Vamp2/Ptn/Grin1/Ntrk2/Cpeb1/Erc2/Arc",13
"GO:0140029","exocytic process","7/239","99/28943",1.87244029553337e-05,0.00139824479068954,0.00109488482544083,"Snap25/Rab3a/Rims1/Vamp2/Ywhaz/Scfd2/Erc2",7
"GO:0051258","protein polymerization","11/239","274/28943",1.92803661937878e-05,0.00140464521514254,0.00109989662856474,"Tmsb4x/Stmn1/Fmn1/Hsp90aa1/Stmn2/Cfl1/Prkn/Fer/Map1b/Fchsd2/Rictor",11
"GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","4/239","20/28943",1.97988296880975e-05,0.00140807391138922,0.00110258144278077,"Snap25/Grip1/Vamp2/Arhgap44",4
"GO:0060560","developmental growth involved in morphogenesis","11/239","278/28943",2.20361214004228e-05,0.00153074173542007,0.00119863553859827,"Hsp90ab1/Olfm1/Fmn1/Hsp90aa1/Rtn4/Atp5g1/Rims1/Cfl1/Prkn/Robo1/Map1b",11
